freq	dB(S(2,1))
0.00000000000000000E0	-6.02103861243953986E0
5.00501000000000040E6	-6.02206889565392345E0
1.00100200000000017E7	-6.02357266951036419E0
1.50150300000000003E7	-6.02542441189508970E0
2.00200400000000034E7	-6.02761824078057451E0
2.50250500000000020E7	-6.03015791411131374E0
3.00300600000000006E7	-6.03303538542500295E0
3.50350700000000037E7	-6.03624780017410512E0
4.00400800000000068E7	-6.03979244863401554E0
4.50450900000000054E7	-6.04366676774778089E0
5.00501000000000040E7	-6.04786833233177568E0
5.50551100000000027E7	-6.05239483696623637E0
6.00601200000000013E7	-6.05724407207770810E0
6.50651300000000088E7	-6.06241389762743577E0
7.00701400000000074E7	-6.06790221751132197E0
7.50751499999999972E7	-6.07370695646904935E0
8.00801600000000136E7	-6.07982604039889818E0
8.50851699999999944E7	-6.08625738041716602E0
9.00901800000000108E7	-6.09299886044387762E0
9.50951900000000094E7	-6.10004832782094919E0
1.00100200000000017E8	-6.10740358656450066E0
1.05105210000000016E8	-6.11506239266825702E0
1.10110220000000014E8	-6.12302245105518139E0
1.15115230000000013E8	-6.13128141377834002E0
1.20120240000000011E8	-6.13983687915395038E0
1.25125250000000010E8	-6.14868639163349773E0
1.30130260000000009E8	-6.15782744217244726E0
1.35135270000000007E8	-6.16725746896424631E0
1.40140280000000006E8	-6.17697385854077119E0
1.45145290000000005E8	-6.18697394695914404E0
1.50150300000000003E8	-6.19725502120760741E0
1.55155310000000002E8	-6.20781432073248762E0
1.60160320000000023E8	-6.21864903895663979E0
1.65165330000000021E8	-6.22975632495831633E0
1.70170339999999998E8	-6.24113328508529630E0
1.75175350000000019E8	-6.25277698467796128E0
1.80180360000000017E8	-6.26468444975834426E0
1.85185370000000016E8	-6.27685266876744841E0
1.90190380000000014E8	-6.28927859425550206E0
1.95195389999999991E8	-6.30195914462845685E0
2.00200400000000034E8	-6.31489120589492448E0
2.05205410000000033E8	-6.32807163332883693E0
2.10210420000000031E8	-6.34149725324157121E0
2.15215429999999985E8	-6.35516486465558028E0
2.20220440000000028E8	-6.36907124100526900E0
2.25225450000000027E8	-6.38321313183745875E0
2.30230460000000026E8	-6.39758726445854720E0
2.35235470000000024E8	-6.41219034561088463E0
2.40240480000000023E8	-6.42701906310132109E0
2.45245489999999977E8	-6.44207008742242326E0
2.50250500000000020E8	-6.45734007337121696E0
2.55255510000000019E8	-6.47282566160256589E0
2.60260520000000017E8	-6.48852348020218272E0
2.65265529999999972E8	-6.50443014622790550E0
2.70270540000000015E8	-6.52054226721568408E0
2.75275550000000013E8	-6.53685644265784482E0
2.80280560000000012E8	-6.55336926546540965E0
2.85285570000000011E8	-6.57007732339441475E0
2.90290580000000009E8	-6.58697720045873503E0
2.95295590000000008E8	-6.60406547827562118E0
3.00300600000000006E8	-6.62133873742921342E0
3.05305610000000005E8	-6.63879355875504817E0
3.10310620000000004E8	-6.65642652464014972E0
3.15315630000000002E8	-6.67423422023218826E0
3.20320640000000045E8	-6.69221323468181950E0
3.25325650000000044E8	-6.71036016226033727E0
3.30330660000000043E8	-6.72867160357623728E0
3.35335670000000041E8	-6.74714416660016525E0
3.40340679999999995E8	-6.76577446776842972E0
3.45345689999999994E8	-6.78455913301069469E0
3.50350700000000037E8	-6.80349479872218144E0
3.55355710000000036E8	-6.82257811273360559E0
3.60360720000000034E8	-6.84180573523969571E0
3.65365729999999989E8	-6.86117433964257373E0
3.70370740000000032E8	-6.88068061342994675E0
3.75375749999999986E8	-6.90032125897018656E0
3.80380760000000029E8	-6.92009299426542857E0
3.85385770000000027E8	-6.93999255370139512E0
3.90390779999999982E8	-6.96001668873005652E0
3.95395789999999980E8	-6.98016216851384819E0
4.00400800000000068E8	-7.00042578057838583E0
4.05405809999999978E8	-7.02080433134887194E0
4.10410820000000065E8	-7.04129464672326755E0
4.15415830000000064E8	-7.06189357257532713E0
4.20420840000000062E8	-7.08259797521534029E0
4.25425849999999972E8	-7.10340474183927739E0
4.30430859999999971E8	-7.12431078092153225E0
4.35435869999999969E8	-7.14531302256679801E0
4.40440880000000057E8	-7.16640841885883173E0
4.45445889999999967E8	-7.18759394414598063E0
4.50450900000000054E8	-7.20886659529467977E0
4.55455910000000053E8	-7.23022339192342756E0
4.60460920000000051E8	-7.25166137658881471E0
4.65465930000000050E8	-7.27317761494605275E0
4.70470940000000049E8	-7.29476919588553674E0
4.75475950000000047E8	-7.31643323160230263E0
4.80480960000000046E8	-7.33816685768001076E0
4.85485970000000044E8	-7.35996723310588763E0
4.90490979999999954E8	-7.38183154029003852E0
4.95495990000000042E8	-7.40375698500298629E0
5.00501000000000040E8	-7.42574079633591033E0
5.05506009999999950E8	-7.44778022662030281E0
5.10511020000000038E8	-7.46987255125879202E0
5.15516030000000036E8	-7.49201506863492384E0
5.20521040000000035E8	-7.51420509988674379E0
5.25526050000000033E8	-7.53643998872455967E0
5.30531059999999943E8	-7.55871710119238394E0
5.35536070000000031E8	-7.58103382539249893E0
5.40541080000000029E8	-7.60338757122570907E0
5.45546090000000028E8	-7.62577577003550111E0
5.50551100000000027E8	-7.64819587429076986E0
5.55556110000000025E8	-7.67064535721968177E0
5.60561120000000024E8	-7.69312171239786569E0
5.65566129999999934E8	-7.71562245333765873E0
5.70571140000000021E8	-7.73814511305808139E0
5.75576150000000109E8	-7.76068724357672934E0
5.80581160000000018E8	-7.78324641545574814E0
5.85586170000000017E8	-7.80582021725987030E0
5.90591180000000016E8	-7.82840625502067322E0
5.95596190000000014E8	-7.85100215166582416E0
6.00601200000000013E8	-7.87360554642777455E0
6.05606210000000011E8	-7.89621409423786780E0
6.10611220000000010E8	-7.91882546507053142E0
6.15616230000000009E8	-7.94143734331081230E0
