freq	phase(S(2,1))
5.65566129999999934E8	-4.37379067815446998E1
5.70571140000000021E8	-4.40306769109544138E1
5.75576150000000109E8	-4.43216119321806179E1
5.80581160000000018E8	-4.46107112887306290E1
5.85586170000000017E8	-4.48979744314022966E1
5.90591180000000016E8	-4.51834007671125271E1
5.95596190000000014E8	-4.54669898354640356E1
6.00601200000000013E8	-4.57487410299648101E1
6.05606210000000011E8	-4.60286537748682001E1
6.10611220000000010E8	-4.63067274741559398E1
6.15616230000000009E8	-4.65829615065601477E1
6.20621240000000007E8	-4.68573552201550658E1
6.25626250000000006E8	-4.71299079275715016E1
6.30631260000000005E8	-4.74006189008642398E1
6.35636270000000003E8	-4.76694873667912500E1
6.40641280000000091E8	-4.79365125021276128E1
6.45646290000000000E8	-4.82016934289545151E1
6.50651300000000088E8	-4.84650292102229940E1
6.55656309999999998E8	-4.87265188452439535E1
6.60661320000000085E8	-4.89861612655862366E1
6.65666329999999995E8	-4.92439553306693867E1
6.70671340000000082E8	-4.94998998238783550E1
6.75676349999999992E8	-4.97539934485387114E1
6.80681359999999991E8	-5.00062348241919263E1
6.85686369999999989E8	-5.02566224826978125E1
6.90691379999999988E8	-5.05051548648606374E1
6.95696389999999987E8	-5.07518303169282081E1
7.00701400000000074E8	-5.09966470871554289E1
7.05706409999999984E8	-5.12396033228980752E1
7.10711420000000071E8	-5.14806970672655506E1
7.15716429999999981E8	-5.17199262564060014E1
7.20721440000000069E8	-5.19572887167349595E1
7.25726449999999979E8	-5.21927821623007837E1
7.30731459999999977E8	-5.24264041924093149E1
7.35736470000000065E8	-5.26581522891394194E1
7.40741480000000063E8	-5.28880238154803806E1
7.45746490000000062E8	-5.31160160131793013E1
7.50751499999999972E8	-5.33421260010423648E1
7.55756509999999970E8	-5.35663507732786570E1
7.60761520000000058E8	-5.37886871981474712E1
7.65766530000000056E8	-5.40091320166513889E1
7.70771540000000055E8	-5.42276818415335704E1
7.75776549999999965E8	-5.44443331564408872E1
7.80781559999999963E8	-5.46590823152773098E1
7.85786569999999962E8	-5.48719255418722263E1
7.90791579999999961E8	-5.50828589296599880E1
7.95796590000000226E8	-5.52918784419136156E1
8.00801600000000136E8	-5.54989799118708049E1
8.05806609999999957E8	-5.57041590433870493E1
8.10811619999999955E8	-5.59074114116946141E1
8.15816630000000131E8	-5.61087324644885133E1
8.20821640000000130E8	-5.63081175232547082E1
8.25826650000000129E8	-5.65055617849705172E1
8.30831660000000127E8	-5.67010603239677913E1
8.35836670000000126E8	-5.68946080942740551E1
8.40841680000000125E8	-5.70861999321413549E1
8.45846690000000123E8	-5.72758305589355210E1
8.50851699999999944E8	-5.74634945845015732E1
8.55856710000000120E8	-5.76491865106733137E1
8.60861719999999941E8	-5.78329007353699431E1
8.65866730000000118E8	-5.80146315569494142E1
8.70871739999999939E8	-5.81943731790108476E1
8.75876750000000115E8	-5.83721197156120919E1
8.80881760000000114E8	-5.85478651969711983E1
8.85886769999999935E8	-5.87216035755045418E1
8.90891779999999933E8	-5.88933287324768884E1
8.95896790000000109E8	-5.90630344850285738E1
9.00901800000000108E8	-5.92307145937523050E1
9.05906810000000107E8	-5.93963627708203123E1
9.10911820000000105E8	-5.95599726885743941E1
9.15916830000000104E8	-5.97215379887527931E1
9.20921840000000103E8	-5.98810522922752408E1
9.25926850000000101E8	-6.00385092096249284E1
9.30931860000000100E8	-6.01939023518312855E1
9.35936869999999921E8	-6.03472253421396854E1
9.40941880000000097E8	-6.04984718283119349E1
9.45946889999999918E8	-6.06476354956131836E1
9.50951900000000094E8	-6.07947100805616003E1
9.55956909999999915E8	-6.09396893853063837E1
9.60961920000000092E8	-6.10825672928637076E1
9.65966929999999913E8	-6.12233377830707148E1
9.70971940000000089E8	-6.13619949493373262E1
9.75976949999999910E8	-6.14985330162440036E1
9.80981959999999908E8	-6.16329463579748449E1
9.85986969999999907E8	-6.17652295176452526E1
9.90991980000000083E8	-6.18953772274434044E1
9.95996990000000082E8	-6.20233844297661641E1
1.00100200000000017E9	-6.21492462992727646E1
1.00600701000000003E9	-6.22729582658687431E1
1.01101201999999990E9	-6.23945160386896269E1
1.01601702999999999E9	-6.25139156310798239E1
1.02102204000000008E9	-6.26311533865944625E1
1.02602705000000016E9	-6.27462260060523214E1
1.03103206000000003E9	-6.28591305756193641E1
1.03603706999999989E9	-6.29698645959825676E1
1.04104207999999998E9	-6.30784260126346119E1
1.04604709000000007E9	-6.31848132472038948E1
1.05105210000000016E9	-6.32890252299837464E1
1.05605710999999980E9	-6.33910614335205214E1
1.06106211999999989E9	-6.34909219073692199E1
1.06606712999999997E9	-6.35886073139946983E1
1.07107214000000006E9	-6.36841189658078655E1
1.07607714999999993E9	-6.37774588633495476E1
1.08108216000000001E9	-6.38686297346415355E1
1.08608717000000010E9	-6.39576350756449497E1
1.09109217999999997E9	-6.40444791919055056E1
1.09609719000000005E9	-6.41291672412429925E1
1.10110220000000014E9	-6.42117052776305552E1
1.10610720999999979E9	-6.42921002960939791E1
1.11111222000000009E9	-6.43703602787234352E1
1.11611722999999996E9	-6.44464942416677644E1
1.12112224000000005E9	-6.45205122831783218E1
1.12612725000000014E9	-6.45924256325678137E1
1.13113225999999978E9	-6.46622467001027967E1
1.13613727000000009E9	-6.47299891277719563E1
1.14114227999999995E9	-6.47956678408230413E1
1.14614729000000004E9	-6.48592991000771413E1
1.15115230000000013E9	-6.49209005548942031E1
1.15615730999999999E9	-6.49804912967425263E1
1.16116232000000008E9	-6.50380919132658342E1
1.16616732999999995E9	-6.50937245427951883E1
1.17117234000000003E9	-6.51474129291401738E1
1.17617735000000012E9	-6.51991824766369898E1
1.18118235999999999E9	-6.52490603052523266E1
1.18618737000000007E9	-6.52970753056978914E1
1.19119237999999994E9	-6.53432581943597590E1
1.19619739000000003E9	-6.53876415679573153E1
1.20120240000000011E9	-6.54302599577348509E1
1.20620740999999998E9	-6.54711498830822336E1
1.21121242000000007E9	-6.55103499043725623E1
1.21621742999999993E9	-6.55479006748855397E1
1.22122244000000002E9	-6.55838449915997312E1
1.22622744999999989E9	-6.56182278447161860E1
1.23123245999999997E9	-6.56510964656661589E1
1.23623747000000006E9	-6.56825003734451496E1
1.24124247999999993E9	-6.57124914190439835E1
1.24624749000000001E9	-6.57411238277749277E1
1.25125250000000010E9	-6.57684542392782401E1
1.25625750999999997E9	-6.57945417449669812E1
1.26126252000000005E9	-6.58194479227155238E1
1.26626752999999992E9	-6.58432368685444214E1
1.27127254000000001E9	-6.58659752250692243E1
1.27627755000000009E9	-6.58877322064958282E1
1.28128256000000018E9	-6.59085796199205465E1
1.28628757000000005E9	-6.59285918826947359E1
1.29129257999999991E9	-6.59478460356743046E1
1.29629759000000000E9	-6.59664217520417662E1
1.30130260000000009E9	-6.59844013415758202E1
1.30630760999999973E9	-6.60018697500900764E1
1.31131262000000004E9	-6.60189145538646205E1
1.31631762999999991E9	-6.60356259488558983E1
1.32132264000000021E9	-6.60520967345118759E1
1.32632764999999986E9	-6.60684222920139952E1
1.33133265999999995E9	-6.60847005567637602E1
1.33633766999999981E9	-6.61010319850039707E1
1.34134268000000012E9	-6.61175195143992234E1
1.34634768999999999E9	-6.61342685185048573E1
1.35135270000000007E9	-6.61513867549756718E1
1.35635770999999994E9	-6.61689843075024875E1
1.36136272000000003E9	-6.61871735213555912E1
1.36636772999999989E9	-6.62060689325572138E1
1.37137273999999998E9	-6.62257871906358453E1
1.37637775000000007E9	-6.62464469749858420E1
1.38138275999999993E9	-6.62681689048879896E1
1.38638777000000002E9	-6.62910754432425620E1
1.39139277999999988E9	-6.63152907940884084E1
1.39639779000000042E9	-6.63409407940646467E1
1.40140280000000006E9	-6.63681527979069585E1
1.40640780999999992E9	-6.63970555582010302E1
1.41141282000000001E9	-6.64277790995562611E1
1.41641782999999988E9	-6.64604545874049002E1
1.42142284000000019E9	-6.64952141917216721E1
1.42642785000000005E9	-6.65321909458940297E1
1.43143285999999992E9	-6.65715186010424542E1
1.43643786999999978E9	-6.66133314761262341E1
1.44144288000000009E9	-6.66577643041494827E1
1.44644788999999996E9	-6.67049520748349778E1
1.45145290000000005E9	-6.67550298741339354E1
1.45645790999999969E9	-6.68081327209866505E1
1.46146292000000000E9	-6.68643954016794417E1
1.46646792999999986E9	-6.69239523022985150E1
1.47147294000000017E9	-6.69869372396370988E1
1.47647795000000004E9	-6.70534832910295364E1
1.48148296000000013E9	-6.71237226235512274E1
1.48648796999999999E9	-6.71977863230152472E1
1.49149298000000008E9	-6.72758042232312903E1
1.49649798999999994E9	-6.73579047359718430E1
1.50150300000000003E9	-6.74442146820733512E1
1.50650800999999990E9	-6.75348591241441465E1
1.51151301999999998E9	-6.76299612012779328E1
1.51651803000000029E9	-6.77296419662284954E1
1.52152304000000016E9	-6.78340202254366886E1
1.52652805000000003E9	-6.79432123823260792E1
1.53153306000000011E9	-6.80573322842419515E1
1.53653806999999976E9	-6.81764910734208307E1
1.54154308000000007E9	-6.83007970423226851E1
1.54654808999999993E9	-6.84303554936900138E1
1.55155310000000002E9	-6.85652686056212701E1
1.55655810999999988E9	-6.87056353019744215E1
1.56156311999999997E9	-6.88515511283699766E1
1.56656812999999984E9	-6.90031081340358288E1
1.57157313999999992E9	-6.91603947597503854E1
1.57657815000000001E9	-6.93234957320565304E1
1.58158315999999988E9	-6.94924919639710748E1
1.58658816999999974E9	-6.96674604623142812E1
1.59159318000000050E9	-6.98484742418370086E1
1.59659818999999992E9	-7.00356022462164596E1
1.60160320000000023E9	-7.02289092760912403E1
1.60660820999999987E9	-7.04284559241208008E1
1.61161321999999996E9	-7.06342985171806514E1
1.61661822999999982E9	-7.08464890657222934E1
1.62162323999999991E9	-7.10650752203143554E1
1.62662825000000022E9	-7.12901002353066549E1
1.63163326000000031E9	-7.15216029396986208E1
1.63663826999999995E9	-7.17596177150626069E1
1.64164328000000026E9	-7.20041744805395467E1
1.64664828999999990E9	-7.22552986848198309E1
1.65165330000000021E9	-7.25130113050119451E1
1.65665830999999986E9	-7.27773288523067485E1
1.66166332000000017E9	-7.30482633843077345E1
1.66666832999999981E9	-7.33258225239807881E1
1.67167334000000034E9	-7.36100094849623332E1
1.67667835000000021E9	-7.39008231031705520E1
1.68168336000000029E9	-7.41982578745882115E1
1.68668836999999994E9	-7.45023039989404889E1
1.69169338000000025E9	-7.48129474292025343E1
1.69669838999999989E9	-7.51301699267207823E1
1.70170339999999998E9	-7.54539491217240688E1
1.70670840999999984E9	-7.57842585791062628E1
1.71171342000000015E9	-7.61210678691974429E1
1.71671843000000024E9	-7.64643426433740991E1
1.72172343999999988E9	-7.68140447142885296E1
1.72672844999999997E9	-7.71701321404528784E1
1.73173346000000028E9	-7.75325593149902836E1
1.73673847000000015E9	-7.79012770583840375E1
1.74174347999999979E9	-7.82762327148701154E1
1.74674848999999988E9	-7.86573702522974649E1
1.75175350000000019E9	-7.90446303652474569E1
1.75675851000000027E9	-7.94379505811750342E1
1.76176352000000014E9	-7.98372653691678380E1
1.76676852999999978E9	-8.02425062513419540E1
1.77177353999999987E9	-8.06536019163676343E1
1.77677855000000018E9	-8.10704783350333358E1
1.78178355999999982E9	-8.14930588775505349E1
1.78678856999999991E9	-8.19212644322387185E1
1.79179358000000022E9	-8.23550135256297544E1
1.79679858999999986E9	-8.27942224432248253E1
1.80180360000000017E9	-8.32388053512662829E1
1.80680860999999982E9	-8.36886744187296294E1
1.81181362000000012E9	-8.41437399396312102E1
1.81681863000000021E9	-8.46039104551848453E1
1.82182364000000030E9	-8.50690928757017062E1
1.82682864999999994E9	-8.55391926018533155E1
1.83183366000000025E9	-8.60141136452772415E1
1.83683866999999990E9	-8.64937587478801007E1
1.84184368000000021E9	-8.69780295001081427E1
1.84684868999999985E9	-8.74668264575530152E1
1.85185370000000016E9	-8.79600492558594915E1
1.85685870999999980E9	-8.84575967236753868E1
1.86186372000000011E9	-8.89593669934427744E1
1.86686872999999953E9	-8.94652576098392771E1
1.87187373999999984E9	-8.99751656356515994E1
1.87687874999999993E9	-9.04889878459960606E1
1.88188376000000024E9	-9.10066204642427401E1
1.88688876999999988E9	-9.15279598057050592E1
1.89189377999999975E9	-9.20529020072297222E1
1.89689878999999983E9	-9.25813432089884358E1
1.90190380000000014E9	-9.31131796415833257E1
1.90690881000000023E9	-9.36483077096231753E1
1.91191381999999988E9	-9.41866240716504954E1
1.91691883000000018E9	-9.47280257162504036E1
1.92192384000000027E9	-9.52724100343579750E1
1.92692885000000014E9	-9.58196748876548554E1
1.93193385999999978E9	-9.63697186730689381E1
1.93693886999999987E9	-9.69224403831823977E1
1.94194388000000018E9	-9.74777396628437920E1
1.94694889000000027E9	-9.80355168615544770E1
1.95195389999999991E9	-9.85956730821011895E1
1.95695891000000022E9	-9.91581102250752622E1
1.96196391999999986E9	-9.97227310294711522E1
1.96696893000000017E9	-1.00289439109461975E2
1.97197393999999981E9	-1.00858138987364887E2
1.97697894999999990E9	-1.01428736122742658E2
1.98198396000000021E9	-1.02001136937972503E2
1.98698896999999985E9	-1.02575248840121747E2
1.99199398000000016E9	-1.03150980239435586E2
1.99699898999999936E9	-1.03728240564391738E2
2.00200400000000034E9	-1.04306940273542414E2
2.00700900999999998E9	-1.04886990864243157E2
2.01201402000000007E9	-1.05468304878428709E2
2.01701902999999971E9	-1.06050795905454120E2
2.02202403999999980E9	-1.06634378582380585E2
2.02702904999999989E9	-1.07218968591606512E2
2.03203405999999998E9	-1.07804482656282685E2
2.03703906999999962E9	-1.08390838533299272E2
2.04204408000000015E9	-1.08977955004478266E2
2.04704908999999979E9	-1.09565751865687089E2
2.05205410000000033E9	-1.10154149914436639E2
2.05705910999999997E9	-1.10743070935822274E2
2.06206412000000006E9	-1.11332437687097485E2
2.06706912999999970E9	-1.11922173881284315E2
2.07207413999999979E9	-1.12512204169538244E2
2.07707915000000032E9	-1.13102454122833995E2
2.08208415999999996E9	-1.13692850212926855E2
2.08708917000000005E9	-1.14283319792876048E2
2.09209418000000014E9	-1.14873791077252152E2
2.09709918999999978E9	-1.15464193122128500E2
2.10210420000000031E9	-1.16054455805108492E2
2.10710920999999995E9	-1.16644509805589647E2
2.11211421999999960E9	-1.17234286585126046E2
2.11711923000000013E9	-1.17823718368519170E2
2.12212423999999977E9	-1.18412738125226968E2
2.12712924999999986E9	-1.19001279551724992E2
2.13213425999999995E9	-1.19589277054501664E2
2.13713927000000004E9	-1.20176665734178512E2
2.14214428000000012E9	-1.20763381370675060E2
2.14714929000000065E9	-1.21349360409446083E2
2.15215429999999985E9	-1.21934539949150245E2
2.15715930999999994E9	-1.22518857730572583E2
2.16216432000000003E9	-1.23102252127084566E2
2.16716933000000012E9	-1.23684662136479995E2
2.17217434000000020E9	-1.24266027374562671E2
2.17717934999999985E9	-1.24846288070247313E2
2.18218435999999993E9	-1.25425385062434147E2
2.18718937000000002E9	-1.26003259798488587E2
2.19219438000000011E9	-1.26579854334607567E2
2.19719938999999931E9	-1.27155111337892168E2
2.20220440000000028E9	-1.27728974090161862E2
2.20720941000000037E9	-1.28301386493649505E2
2.21221441999999957E9	-1.28872293078443834E2
2.21721943000000010E9	-1.29441639011643628E2
2.22222444000000019E9	-1.30009370108348277E2
2.22722944999999983E9	-1.30575432844362682E2
2.23223445999999992E9	-1.31139774370480744E2
2.23723946999999956E9	-1.31702342528598892E2
2.24224448000000010E9	-1.32263085869175123E2
2.24724948999999974E9	-1.32821953670433901E2
2.25225450000000027E9	-1.33378895958938370E2
2.25725951000000036E9	-1.33933863531493325E2
2.26226451999999956E9	-1.34486807978538203E2
2.26726953000000053E9	-1.35037681662976672E2
2.27227454000000018E9	-1.35586437928144177E2
2.27727955000000026E9	-1.36133030851126469E2
2.28228455999999991E9	-1.36677415452633766E2
2.28728956999999955E9	-1.37219547679939113E2
2.29229458000000008E9	-1.37759384436062216E2
2.29729958999999928E9	-1.38296883609676224E2
2.30230460000000026E9	-1.38832004105445361E2
2.30730961000000034E9	-1.39364705874743144E2
2.31231461999999999E9	-1.39894949946812064E2
2.31731963000000007E9	-1.40422698459883288E2
2.32232464000000016E9	-1.40947914692492349E2
2.32732965000000025E9	-1.41470563094661839E2
2.33233465999999989E9	-1.41990609318932370E2
2.33733967000000042E9	-1.42508020250992673E2
2.34234468000000007E9	-1.43022764040071793E2
2.34734969000000016E9	-1.43534810128556356E2
2.35235470000000024E9	-1.44044129281196875E2
2.35735970999999989E9	-1.44550693613316672E2
2.36236471999999997E9	-1.45054476618315076E2
2.36736972999999962E9	-1.45555453194170115E2
2.37237474000000015E9	-1.46053599668742229E2
2.37737975000000024E9	-1.46548893824078275E2
2.38238475999999988E9	-1.47041314919302435E2
2.38738977000000041E9	-1.47530843712187609E2
2.39239478000000005E9	-1.48017462479341289E2
2.39739979000000014E9	-1.48501155034747723E2
2.40240480000000023E9	-1.48981906746825987E2
2.40740980999999987E9	-1.49459704553760031E2
2.41241481999999996E9	-1.49934536977104615E2
2.41741982999999960E9	-1.50406394133607746E2
2.42242484000000013E9	-1.50875267745181985E2
2.42742985000000022E9	-1.51341151147023445E2
2.43243485999999987E9	-1.51804039293751503E2
2.43743986999999995E9	-1.52263928763647316E2
2.44244488000000004E9	-1.52720817760860728E2
2.44744988999999968E9	-1.53174706115649206E2
2.45245489999999977E9	-1.53625595282562477E2
2.45745990999999986E9	-1.54073488336610698E2
2.46246491999999995E9	-1.54518389967427261E2
2.46746993000000048E9	-1.54960306471348641E2
2.47247494000000012E9	-1.55399245741523195E2
2.47747995000000021E9	-1.55835217256018077E2
2.48248495999999985E9	-1.56268232063868795E2
2.48748996999999950E9	-1.56698302769278963E2
2.49249498000000003E9	-1.57125443513815144E2
2.49749998999999967E9	-1.57549669956731719E2
2.50250500000000020E9	-1.57970999253472288E2
2.50751001000000029E9	-1.58389450032325430E2
2.51251501999999993E9	-1.58805042369333860E2
2.51752003000000091E9	-1.59217797761544699E2
2.52252504000000011E9	-1.59627739098564581E2
2.52753004999999975E9	-1.60034890632551052E2
2.53253505999999984E9	-1.60439277946679693E2
2.53754006999999993E9	-1.60840927922216470E2
2.54254508000000001E9	-1.61239868704107825E2
2.54755008999999966E9	-1.61636129665324901E2
2.55255510000000019E9	-1.62029741370006763E2
2.55756011000000028E9	-1.62420735535381344E2
2.56256512000000036E9	-1.62809144992632815E2
2.56757012999999956E9	-1.63195003646797754E2
2.57257514000000009E9	-1.63578346435723709E2
2.57758015000000018E9	-1.63959209288180441E2
2.58258515999999982E9	-1.64337629081236747E2
2.58759016999999947E9	-1.64713643596988346E2
2.59259518000000000E9	-1.65087291478667164E2
2.59760019000000009E9	-1.65458612186236342E2
2.60260520000000017E9	-1.65827645951627689E2
2.60761020999999982E9	-1.66194433733579494E2
2.61261521999999946E9	-1.66559017172219415E2
2.61762022999999910E9	-1.66921438543547973E2
2.62262524000000008E9	-1.67281740713681515E2
2.62763025000000017E9	-1.67639967093213538E2
2.63263525999999981E9	-1.67996161591552950E2
2.63764026999999990E9	-1.68350368571417808E2
2.64264528000000043E9	-1.68702632803500019E2
2.64765029000000052E9	-1.69052999421432126E2
2.65265529999999972E9	-1.69401513877076804E2
2.65766030999999980E9	-1.69748221896212037E2
2.66266531999999989E9	-1.70093169434700231E2
2.66767032999999953E9	-1.70436402635188888E2
2.67267533999999962E9	-1.70777967784335272E2
2.67768035000000015E9	-1.71117911270753953E2
2.68268536000000024E9	-1.71456279543614976E2
2.68769037000000033E9	-1.71793119071965350E2
2.69269537999999997E9	-1.72128476304864053E2
2.69770039000000006E9	-1.72462397632360687E2
2.70270540000000015E9	-1.72794929347301407E2
2.70771041000000068E9	-1.73126117608084940E2
2.71271541999999988E9	-1.73456008402360373E2
2.71772043000000085E9	-1.73784647511661960E2
2.72272544000000005E9	-1.74112080477114906E2
2.72773045000000014E9	-1.74438352566118016E2
2.73273545999999978E9	-1.74763508740112128E2
2.73774046999999987E9	-1.75087593623411619E2
2.74274547999999996E9	-1.75410651473132795E2
2.74775048999999960E9	-1.75732726150232632E2
2.75275550000000013E9	-1.76053861091693942E2
2.75776051000000066E9	-1.76374099283774766E2
2.76276551999999986E9	-1.76693483236475335E2
2.76777053000000040E9	-1.77012054959100906E2
2.77277554000000004E9	-1.77329855936964620E2
2.77778055000000013E9	-1.77646927109287267E2
2.78278555999999977E9	-1.77963308848181123E2
2.78779056999999941E9	-1.78279040938812972E2
2.79279558000000083E9	-1.78594162560667624E2
2.79780059000000003E9	-1.78908712269991033E2
2.80280560000000012E9	-1.79222727983269303E2
2.80781061000000021E9	-1.79536246961894008E2
2.81281561999999985E9	-1.79849305797858605E2
2.81782062999999994E9	1.79838059599433464E2
2.82282564000000002E9	1.79525814015341401E2
2.82783064999999967E9	1.79213922941067594E2
2.83283565999999976E9	1.78902352583746027E2
2.83784066999999984E9	1.78591069875537345E2
2.84284568000000037E9	1.78280042481710899E2
2.84785069000000046E9	1.77969238807782526E2
2.85285570000000011E9	1.77658628005735375E2
2.85786070999999975E9	1.77348179979271703E2
2.86286571999999984E9	1.77037865388249283E2
2.86787072999999948E9	1.76727655652178117E2
2.87287573999999957E9	1.76417522952929673E2
2.87788075000000054E9	1.76107440236622925E2
2.88288576000000019E9	1.75797381214692838E2
2.88789077000000027E9	1.75487320364233379E2
2.89289577999999992E9	1.75177232927587956E2
2.89790079000000045E9	1.74867094911213705E2
2.90290580000000009E9	1.74556883083905423E2
2.90791081000000018E9	1.74246574974338198E2
2.91291581999999938E9	1.73936148867964069E2
2.91792082999999991E9	1.73625583803335815E2
2.92292584000000000E9	1.73314859567846868E2
2.92793085000000008E9	1.73003956692896632E2
2.93293585999999973E9	1.72692856448573839E2
2.93794086999999982E9	1.72381540837793823E2
2.94294588000000035E9	1.72069992589994447E2
2.94795088999999955E9	1.71758195154360438E2
2.95295590000000008E9	1.71446132692647946E2
2.95796091000000061E9	1.71133790071570990E2
2.96296592000000025E9	1.70821152854846536E2
2.96797093000000034E9	1.70508207294846992E2
2.97297593999999998E9	1.70194940323957988E2
2.97798095000000007E9	1.69881339545597365E2
2.98298596000000016E9	1.69567393224934126E2
2.98799096999999936E9	1.69253090279388330E2
2.99299597999999989E9	1.68938420268824885E2
2.99800098999999909E9	1.68623373385526198E2
3.00300600000000006E9	1.68307940444016180E2
3.00801101000000015E9	1.67992112870586463E2
3.01301601999999979E9	1.67675882692755129E2
3.01802102999999988E9	1.67359242528468988E2
3.02302603999999997E9	1.67042185575253876E2
3.02803105000000006E9	1.66724705599163547E2
3.03303606000000059E9	1.66406796923695910E2
3.03804106999999979E9	1.66088454418528286E2
3.04304608000000032E9	1.65769673488247160E2
