#
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
2.4340000000000	-11.809194082085
2.4360000000000	-11.765581599524
2.4380000000000	-11.722392149608
2.4400000000000	-11.679621397788
2.4420000000000	-11.637265066580
2.4440000000000	-11.595318934383
2.4460000000000	-11.553778834334
2.4480000000000	-11.512640653188
2.4500000000000	-11.471900330224
2.4520000000000	-11.431553856181
2.4540000000000	-11.391597272220
2.4560000000000	-11.352026668907
2.4580000000000	-11.312838185232
2.4600000000000	-11.274028007637
2.4620000000000	-11.235592369085
2.4640000000000	-11.197527548139
2.4660000000000	-11.159829868073
2.4680000000000	-11.122495695997
2.4700000000000	-11.085521442011
2.4720000000000	-11.048903558379
2.4740000000000	-11.012638538718
2.4760000000000	-10.976722917218
2.4780000000000	-10.941153267866
2.4800000000000	-10.905926203708
2.4820000000000	-10.871038376115
2.4840000000000	-10.836486474072
2.4860000000000	-10.802267223489
2.4880000000000	-10.768377386520
2.4900000000000	-10.734813760911
2.4920000000000	-10.701573179353
2.4940000000000	-10.668652508859
2.4960000000000	-10.636048650149
2.4980000000000	-10.603758537063
2.5000000000000	-10.571779135971
2.5020000000000	-10.540107445213
2.5040000000000	-10.508740494548
2.5060000000000	-10.477675344611
2.5080000000000	-10.446909086390
2.5100000000000	-10.416438840715
2.5120000000000	-10.386261757759
2.5140000000000	-10.356375016549
2.5160000000000	-10.326775824490
2.5180000000000	-10.297461416905
2.5200000000000	-10.268429056580
2.5220000000000	-10.239676033324
2.5240000000000	-10.211199663536
2.5260000000000	-10.182997289788
2.5280000000000	-10.155066280414
2.5300000000000	-10.127404029108
2.5320000000000	-10.100007954536
2.5340000000000	-10.072875499953
2.5360000000000	-10.046004132833
2.5380000000000	-10.019391344502
2.5400000000000	-9.9930346497873
2.5420000000000	-9.9669315866682
2.5440000000000	-9.9410797159394
2.5460000000000	-9.9154766208798
2.5480000000000	-9.8901199069302
2.5500000000000	-9.8650072013780
2.5520000000000	-9.8401361530495
2.5540000000000	-9.8155044320086
2.5560000000000	-9.7911097292634
2.5580000000000	-9.7669497564782
2.5600000000000	-9.7430222456935
2.5620000000000	-9.7193249490507
2.5640000000000	-9.6958556385247
2.5660000000000	-9.6726121056605
2.5680000000000	-9.6495921613175
2.5700000000000	-9.6267936354182
2.5720000000000	-9.6042143767030
2.5740000000000	-9.5818522524897
2.5760000000000	-9.5597051484391
2.5780000000000	-9.5377709683252
2.5800000000000	-9.5160476338097
2.5820000000000	-9.4945330842225
2.5840000000000	-9.4732252763456
2.5860000000000	-9.4521221842028
2.5880000000000	-9.4312217988523
2.5900000000000	-9.4105221281849
2.5920000000000	-9.3900211967255
2.5940000000000	-9.3697170454392
2.5960000000000	-9.3496077315407
2.5980000000000	-9.3296913283079
2.6000000000000	-9.3099659248994
2.6020000000000	-9.2904296261752
2.6040000000000	-9.2710805525210
2.6060000000000	-9.2519168396759
2.6080000000000	-9.2329366385636
2.6100000000000	-9.2141381151267
2.6120000000000	-9.1955194501642
2.6140000000000	-9.1770788391716
2.6160000000000	-9.1588144921847
2.6180000000000	-9.1407246336258
2.6200000000000	-9.1228075021527
2.6220000000000	-9.1050613505107
2.6240000000000	-9.0874844453870
2.6260000000000	-9.0700750672680
2.6280000000000	-9.0528315102983
2.6300000000000	-9.0357520821436
2.6320000000000	-9.0188351038543
2.6340000000000	-9.0020789097326
2.6360000000000	-8.9854818472014
2.6380000000000	-8.9690422766757
2.6400000000000	-8.9527585714355
2.6420000000000	-8.9366291175013
2.6440000000000	-8.9206523135117
2.6460000000000	-8.9048265706025
2.6480000000000	-8.8891503122884
2.6500000000000	-8.8736219743454
2.6520000000000	-8.8582400046967
2.6540000000000	-8.8430028632987
2.6560000000000	-8.8279090220299
2.6580000000000	-8.8129569645809
2.6600000000000	-8.7981451863462
2.6620000000000	-8.7834721943177
2.6640000000000	-8.7689365069796
2.6660000000000	-8.7545366542049
2.6680000000000	-8.7402711771534
2.6700000000000	-8.7261386281709
2.6720000000000	-8.7121375706906
2.6740000000000	-8.6982665791344
2.6760000000000	-8.6845242388176
2.6780000000000	-8.6709091458527
2.6800000000000	-8.6574199070562
2.6820000000000	-8.6440551398558
2.6840000000000	-8.6308134721991
2.6860000000000	-8.6176935424636
2.6880000000000	-8.6046939993670
2.6900000000000	-8.5918135018805
2.6920000000000	-8.5790507191409
2.6940000000000	-8.5664043303657
2.6960000000000	-8.5538730247685
2.6980000000000	-8.5414555014750
2.7000000000000	-8.5291504694409
2.7020000000000	-8.5169566473705
2.7040000000000	-8.5048727636357
2.7060000000000	-8.4928975561972
2.7080000000000	-8.4810297725252
2.7100000000000	-8.4692681695220
2.7120000000000	-8.4576115134453
2.7140000000000	-8.4460585798326
2.7160000000000	-8.4346081534254
2.7180000000000	-8.4232590280961
2.7200000000000	-8.4120100067736
2.7220000000000	-8.4008599013720
2.7240000000000	-8.3898075327181
2.7260000000000	-8.3788517304807
2.7280000000000	-8.3679913331010
2.7300000000000	-8.3572251877227
2.7320000000000	-8.3465521501239
2.7340000000000	-8.3359710846490
2.7360000000000	-8.3254808641422
2.7380000000000	-8.3150803698804
2.7400000000000	-8.3047684915082
2.7420000000000	-8.2945441269729
2.7440000000000	-8.2844061824601
2.7460000000000	-8.2743535723303
2.7480000000000	-8.2643852190561
2.7500000000000	-8.2545000531599
2.7520000000000	-8.2446970131526
2.7540000000000	-8.2349750454726
2.7560000000000	-8.2253331044253
2.7580000000000	-8.2157701521241
2.7600000000000	-8.2062851584310
2.7620000000000	-8.1968771008984
2.7640000000000	-8.1875449647111
2.7660000000000	-8.1782877426297
2.7680000000000	-8.1691044349336
2.7700000000000	-8.1599940493653
2.7720000000000	-8.1509556010751
2.7740000000000	-8.1419881125658
2.7760000000000	-8.1330906136395
2.7780000000000	-8.1242621413430
2.7800000000000	-8.1155017399153
2.7820000000000	-8.1068084607349
2.7840000000000	-8.0981813622681
2.7860000000000	-8.0896195100173
2.7880000000000	-8.0811219764702
2.7900000000000	-8.0726878410499
2.7920000000000	-8.0643161900648
2.7940000000000	-8.0560061166593
2.7960000000000	-8.0477567207655
2.7980000000000	-8.0395671090546
2.8000000000000	-8.0314363948897
2.8020000000000	-8.0233636982784
2.8040000000000	-8.0153481458264
2.8060000000000	-8.0073888706914
2.8080000000000	-7.9994850125374
2.8100000000000	-7.9916357174897
2.8120000000000	-7.9838401380907
2.8140000000000	-7.9760974332555
2.8160000000000	-7.9684067682284
2.8180000000000	-7.9607673145402
2.8200000000000	-7.9531782499654
2.8220000000000	-7.9456387584801
2.8240000000000	-7.9381480302209
2.8260000000000	-7.9307052614434
2.8280000000000	-7.9233096544822
2.8300000000000	-7.9159604177102
2.8320000000000	-7.9086567654996
2.8340000000000	-7.9013979181825
2.8360000000000	-7.8941831020126
2.8380000000000	-7.8870115491270
2.8400000000000	-7.8798824975083
2.8420000000000	-7.8727951909481
2.8440000000000	-7.8657488790096
2.8460000000000	-7.8587428169921
2.8480000000000	-7.8517762658951
2.8500000000000	-7.8448484923827
2.8520000000000	-7.8379587687497
