level	number	indep(index, 1)	PAE_contours[0, 0, ::]
3.20000000000000018E1	15	72	4.02573655449865253E-1 / 7.65770930037771258E1
3.20000000000000018E1	15	73	4.02918255546925597E-1 / 7.65377014203254902E1
3.20000000000000018E1	15	74	4.03268780928527004E-1 / 7.64980591174470526E1
3.20000000000000018E1	15	75	4.03625309370937124E-1 / 7.64581663635311770E1
3.20000000000000018E1	15	76	4.03987918697922233E-1 / 7.64180234782012935E1
3.20000000000000018E1	15	77	4.04356686780386365E-1 / 7.63776308325302189E1
3.20000000000000018E1	15	78	4.04731691535992066E-1 / 7.63369888492419602E1
3.20000000000000018E1	15	79	4.05113010928762485E-1 / 7.62960980028991820E1
3.20000000000000018E1	15	80	4.05500722968663041E-1 / 7.62549588200763395E1
3.20000000000000018E1	15	81	4.05894905711164800E-1 / 7.62135718795181027E1
3.20000000000000018E1	15	82	4.06295637256787945E-1 / 7.61719378122825930E1
3.20000000000000018E1	15	83	4.06702995750627494E-1 / 7.61300573018693605E1
3.20000000000000018E1	15	84	4.07117059381857427E-1 / 7.60879310843315970E1
3.20000000000000018E1	15	85	4.07537906383217052E-1 / 7.60455599483725742E1
3.20000000000000018E1	15	86	4.07965615030478812E-1 / 7.60029447354254994E1
3.20000000000000018E1	15	87	4.08400263641894146E-1 / 7.59600863397172965E1
3.20000000000000018E1	15	88	4.08841930577623103E-1 / 7.59169857083151367E1
3.20000000000000018E1	15	89	4.09290694239143615E-1 / 7.58736438411563974E1
3.20000000000000018E1	15	90	4.09746633068640520E-1 / 7.58300617910609098E1
3.20000000000000018E1	15	91	4.10209825548378326E-1 / 7.57862406637260033E1
3.20000000000000018E1	15	92	4.10680350200052580E-1 / 7.57421816177036256E1
3.20000000000000018E1	15	93	4.11158285584124172E-1 / 7.56978858643595309E1
3.20000000000000018E1	15	94	4.11643710299133847E-1 / 7.56533546678142965E1
3.20000000000000018E1	15	95	4.12136702980999203E-1 / 7.56085893448660595E1
3.20000000000000018E1	15	96	4.12637342302292431E-1 / 7.55635912648945141E1
3.20000000000000018E1	15	97	4.13145706971501792E-1 / 7.55183618497463272E1
3.20000000000000018E1	15	98	4.13661875732272222E-1 / 7.54729025736016457E1

level	number	indep(index, 1)	PAE_contours[4, 15, ::]
3.20000000000000018E1	16	0	3.77181121489569771E-1 / 8.33801805174745070E1
3.20000000000000018E1	16	1	3.77333016948418454E-1 / 8.32993594648423041E1
3.20000000000000018E1	16	2	3.77484682331063404E-1 / 8.32191718806787684E1
3.20000000000000018E1	16	3	3.77636063475103256E-1 / 8.31396344405463417E1
3.20000000000000018E1	16	4	3.77787105719088911E-1 / 8.30607637575078783E1
3.20000000000000018E1	16	5	3.77937753916233810E-1 / 8.29825763830024066E1
3.20000000000000018E1	16	6	3.78087952448403586E-1 / 8.29050888077805226E1
3.20000000000000018E1	16	7	3.78237645240383813E-1 / 8.28283174628997187E1
3.20000000000000018E1	16	8	3.78386775774421569E-1 / 8.27522787207791310E1
3.20000000000000018E1	16	9	3.78535287105037588E-1 / 8.26769888963142208E1
3.20000000000000018E1	16	10	3.78683121874109974E-1 / 8.26024642480509286E1
3.20000000000000018E1	16	11	3.78830222326221389E-1 / 8.25287209794191057E1
3.20000000000000018E1	16	12	3.78976530324272742E-1 / 8.24557752400254884E1
3.20000000000000018E1	16	13	3.79121987365357738E-1 / 8.23836431270057190E1
3.20000000000000018E1	16	14	3.79266534596897964E-1 / 8.23123406864351281E1
3.20000000000000018E1	16	15	3.79410112833035740E-1 / 8.22418839147984926E1
3.20000000000000018E1	16	16	3.79552662571283062E-1 / 8.21722887605180929E1
3.20000000000000018E1	16	17	3.79694124009426304E-1 / 8.21035711255399114E1
3.20000000000000018E1	16	18	3.79834437062682939E-1 / 8.20357468669780410E1
3.20000000000000018E1	16	19	3.79973541381111435E-1 / 8.19688317988162751E1
3.20000000000000018E1	16	20	3.80111376367271170E-1 / 8.19028416936672699E1
3.20000000000000018E1	16	21	3.80247881194132953E-1 / 8.18377922845884065E1
3.20000000000000018E1	16	22	3.80382994823239118E-1 / 8.17736992669544804E1
3.20000000000000018E1	16	23	3.80516669282490350E-1 / 8.17105734200330502E1
3.20000000000000018E1	16	24	3.80648909744142516E-1 / 8.16484059988109223E1
3.20000000000000018E1	16	25	3.80779735242387440E-1 / 8.15871834298157061E1
3.20000000000000018E1	16	26	3.80909165471162980E-1 / 8.15268921983983752E1
3.20000000000000018E1	16	27	3.81037220769600804E-1 / 8.14675188477866641E1
3.20000000000000018E1	16	28	3.81163922107731068E-1 / 8.14090499781380217E1
3.20000000000000018E1	16	29	3.81289291072440939E-1 / 8.13514722455925643E1
3.20000000000000018E1	16	30	3.81413349853682959E-1 / 8.12947723613270057E1
3.20000000000000018E1	16	31	3.81536121230932590E-1 / 8.12389370906109853E1
3.20000000000000018E1	16	32	3.81657628559888806E-1 / 8.11839532518659013E1
3.20000000000000018E1	16	33	3.81777895759419073E-1 / 8.11298077157277397E1
3.20000000000000018E1	16	34	3.81896947298742306E-1 / 8.10764874041143280E1
3.20000000000000018E1	16	35	3.82014808184850363E-1 / 8.10239792892981114E1
3.20000000000000018E1	16	36	3.82131503950162488E-1 / 8.09722703929847221E1
3.20000000000000018E1	16	37	3.82247060640412428E-1 / 8.09213477853987584E1
3.20000000000000018E1	16	38	3.82361504802765717E-1 / 8.08711985843767067E1
3.20000000000000018E1	16	39	3.82474863474161486E-1 / 8.08218099544683533E1
3.20000000000000018E1	16	40	3.82587164169881744E-1 / 8.07731691060469004E1
3.20000000000000018E1	16	41	3.82698434872340520E-1 / 8.07252632944285864E1
3.20000000000000018E1	16	42	3.82808704020094082E-1 / 8.06780798190024484E1
3.20000000000000018E1	16	43	3.82918000497068789E-1 / 8.06316060223705833E1
3.20000000000000018E1	16	44	3.83026353622003368E-1 / 8.05858292894998840E1
3.20000000000000018E1	16	45	3.83133793138105183E-1 / 8.05407370468851624E1
3.20000000000000018E1	16	46	3.83240349202917896E-1 / 8.04963167617249908E1
3.20000000000000018E1	16	47	3.83346052378397228E-1 / 8.04525559411098534E1
3.20000000000000018E1	16	48	3.83450933621194423E-1 / 8.04094421312240293E1
3.20000000000000018E1	16	49	3.83555024273144740E-1 / 8.03669629165606736E1
3.20000000000000018E1	16	50	3.83658356051958371E-1 / 8.03251059191514649E1
3.20000000000000018E1	16	51	3.83760961042113458E-1 / 8.02838587978106943E1
3.20000000000000018E1	16	52	3.83862871685947749E-1 / 8.02432092473942404E1
3.20000000000000018E1	16	53	3.83964120774948725E-1 / 8.02031449980741051E1
3.20000000000000018E1	16	54	3.84064741441238144E-1 / 8.01636538146285815E1
3.20000000000000018E1	16	55	3.84164767149251940E-1 / 8.01247234957487287E1
3.20000000000000018E1	16	56	3.84264231687612323E-1 / 8.00863418733610466E1
3.20000000000000018E1	16	57	3.84363169161189910E-1 / 8.00484968119673113E1
3.20000000000000018E1	16	58	3.84461613983356365E-1 / 8.00111762080013023E1
3.20000000000000018E1	16	59	3.84559600868423512E-1 / 7.99743679892030634E1
3.20000000000000018E1	16	60	3.84657164824269548E-1 / 7.99380601140109981E1
3.20000000000000018E1	16	61	3.84754341145149237E-1 / 7.99022405709719141E1
3.20000000000000018E1	16	62	3.84851165404687956E-1 / 7.98668973781694103E1
3.20000000000000018E1	16	63	3.84947673449057737E-1 / 7.98320185826708695E1
3.20000000000000018E1	16	64	3.85043901390333021E-1 / 7.97975922599932819E1
3.20000000000000018E1	16	65	3.85139885600026544E-1 / 7.97636065135880834E1
3.20000000000000018E1	16	66	3.85235662702803294E-1 / 7.97300494743454902E1
3.20000000000000018E1	16	67	3.85331269570369850E-1 / 7.96969093001180795E1
3.20000000000000018E1	16	68	3.85426743315540854E-1 / 7.96641741752644350E1
3.20000000000000018E1	16	69	3.85522121286478647E-1 / 7.96318323102125003E1
3.20000000000000018E1	16	70	3.85617441061107158E-1 / 7.95998719410431743E1
3.20000000000000018E1	16	71	3.85712740441696145E-1 / 7.95682813290942459E1
3.20000000000000018E1	16	72	3.85808057449618280E-1 / 7.95370487605848631E1
3.20000000000000018E1	16	73	3.85903430320275120E-1 / 7.95061625462605370E1
3.20000000000000018E1	16	74	3.85998897498191651E-1 / 7.94756110210591515E1
3.20000000000000018E1	16	75	3.86094497632279543E-1 / 7.94453825437979333E1
3.20000000000000018E1	16	76	3.86190269571265832E-1 / 7.94154654968813922E1
3.20000000000000018E1	16	77	3.86286252359290039E-1 / 7.93858482860307912E1
3.20000000000000018E1	16	78	3.86382485231662676E-1 / 7.93565193400347368E1
3.20000000000000018E1	16	79	3.86479007610790903E-1 / 7.93274671105216100E1
3.20000000000000018E1	16	80	3.86575859102265618E-1 / 7.92986800717533225E1
3.20000000000000018E1	16	81	3.86673079491110538E-1 / 7.92701467204410015E1
3.20000000000000018E1	16	82	3.86770708738194369E-1 / 7.92418555755824894E1
3.20000000000000018E1	16	83	3.86868786976800871E-1 / 7.92137951783217886E1
3.20000000000000018E1	16	84	3.86967354509361217E-1 / 7.91859540918304816E1
3.20000000000000018E1	16	85	3.87066451804342959E-1 / 7.91583209012113986E1
3.20000000000000018E1	16	86	3.87166119493298266E-1 / 7.91308842134242951E1
3.20000000000000018E1	16	87	3.87266398368069176E-1 / 7.91036326572339465E1
3.20000000000000018E1	16	88	3.87367329378148773E-1 / 7.90765548831804210E1
3.20000000000000018E1	16	89	3.87468953628198243E-1 / 7.90496395635719740E1
3.20000000000000018E1	16	90	3.87571312375719179E-1 / 7.90228753925000138E1
3.20000000000000018E1	16	91	3.87674447028879410E-1 / 7.89962510858769384E1
3.20000000000000018E1	16	92	3.87778399144492125E-1 / 7.89697553814961584E1
3.20000000000000018E1	16	93	3.87883210426148217E-1 / 7.89433770391149636E1
3.20000000000000018E1	16	94	3.87988922722499074E-1 / 7.89171048405596753E1
3.20000000000000018E1	16	95	3.88095578025692678E-1 / 7.88909275898537299E1
3.20000000000000018E1	16	96	3.88203218469956690E-1 / 7.88648341133680741E1
3.20000000000000018E1	16	97	3.88311886330335199E-1 / 7.88388132599944935E1
3.20000000000000018E1	16	98	3.88421624021570011E-1 / 7.88128539013412865E1

level	number	indep(index, 1)	PAE_contours[4, 16, ::]
3.20000000000000018E1	17	0	3.67228055921933150E-1 / 9.14771070958381927E1
3.20000000000000018E1	17	1	3.67248640212877220E-1 / 9.14171183929594378E1
3.20000000000000018E1	17	2	3.67271088933241385E-1 / 9.13566194546407573E1
3.20000000000000018E1	17	3	3.67295397529038858E-1 / 9.12955914343797659E1
3.20000000000000018E1	17	4	3.67321562067395391E-1 / 9.12340155001502850E1
3.20000000000000018E1	17	5	3.67349579248055891E-1 / 9.11718728355139874E1
3.20000000000000018E1	17	6	3.67379446415281263E-1 / 9.11091446407403183E1
3.20000000000000018E1	17	7	3.67411161570137956E-1 / 9.10458121339355486E1
3.20000000000000018E1	17	8	3.67444723383174088E-1 / 9.09818565521824496E1
3.20000000000000018E1	17	9	3.67480131207483751E-1 / 9.09172591526919582E1
3.20000000000000018E1	17	10	3.67517385092157678E-1 / 9.08520012139677569E1
3.20000000000000018E1	17	11	3.67556485796117371E-1 / 9.07860640369856498E1
3.20000000000000018E1	17	12	3.67597434802332268E-1 / 9.07194289463885895E1
3.20000000000000018E1	17	13	3.67640234332417393E-1 / 9.06520772916990936E1
3.20000000000000018E1	17	14	3.67684887361610002E-1 / 9.05839904485504732E1
3.20000000000000018E1	17	15	3.67731397634122592E-1 / 9.05151498199380988E1
3.20000000000000018E1	17	16	3.67779769678871293E-1 / 9.04455368374926216E1
3.20000000000000018E1	17	17	3.67830008825574994E-1 / 9.03751329627762878E1
3.20000000000000018E1	17	18	3.67882121221226743E-1 / 9.03039196886042816E1
3.20000000000000018E1	17	19	3.67936113846930191E-1 / 9.02318785403923229E1
3.20000000000000018E1	17	20	3.67991994535102940E-1 / 9.01589910775326686E1
3.20000000000000018E1	17	21	3.68049770181647196E-1 / 9.00852453254443830E1
3.20000000000000018E1	17	22	3.68109440917360020E-1 / 9.00106550576331088E1
3.20000000000000018E1	17	23	3.68171004772596389E-1 / 8.99352404841318176E1
3.20000000000000018E1	17	24	3.68234459358493194E-1 / 8.98590218167614374E1
3.20000000000000018E1	17	25	3.68299801848984387E-1 / 8.97820192677077777E1
3.20000000000000018E1	17	26	3.68367028963276555E-1 / 8.97042530480864642E1
3.20000000000000018E1	17	27	3.68436136948788651E-1 / 8.96257433664959713E1
3.20000000000000018E1	17	28	3.68507121564554163E-1 / 8.95465104275600865E1
3.20000000000000018E1	17	29	3.68579978065088687E-1 / 8.94665744304597688E1
3.20000000000000018E1	17	30	3.68654701184724098E-1 / 8.93859555674559125E1
3.20000000000000018E1	17	31	3.68731285122407648E-1 / 8.93046740224033719E1
3.20000000000000018E1	17	32	3.68809723526969657E-1 / 8.92227499692574888E1
3.20000000000000018E1	17	33	3.68890009482858705E-1 / 8.91402035705736395E1
3.20000000000000018E1	17	34	3.68972135496344933E-1 / 8.90570549760013108E1
3.20000000000000018E1	17	35	3.69056093482192660E-1 / 8.89733243207730951E1
3.20000000000000018E1	17	36	3.69141874750801469E-1 / 8.88890317241902750E1
3.20000000000000018E1	17	37	3.69229469995816650E-1 / 8.88041972881056729E1
3.20000000000000018E1	17	38	3.69318869282209139E-1 / 8.87188410954049900E1
3.20000000000000018E1	17	39	3.69410062034824627E-1 / 8.86329832084878255E1
3.20000000000000018E1	17	40	3.69503037027400705E-1 / 8.85466436677495139E1
3.20000000000000018E1	17	41	3.69597782372053807E-1 / 8.84598424900651636E1
3.20000000000000018E1	17	42	3.69694285509233778E-1 / 8.83725996672766634E1
3.20000000000000018E1	17	43	3.69792533198146200E-1 / 8.82849351646846614E1
3.20000000000000018E1	17	44	3.69892511507641064E-1 / 8.81968689195459987E1
3.20000000000000018E1	17	45	3.69994205807569143E-1 / 8.81084208395784074E1
3.20000000000000018E1	17	46	3.70097600760601519E-1 / 8.80196108014737533E1
3.20000000000000018E1	17	47	3.70202680314514598E-1 / 8.79304586494208351E1
3.20000000000000018E1	17	48	3.70309427694938087E-1 / 8.78409841936394287E1
3.20000000000000018E1	17	49	3.70417825398564116E-1 / 8.77512072089267647E1
3.20000000000000018E1	17	50	3.70527855186816568E-1 / 8.76611474332178808E1
3.20000000000000018E1	17	51	3.70639498079980134E-1 / 8.75708245661610363E1
3.20000000000000018E1	17	52	3.70752734351784774E-1 / 8.74802582677097362E1
3.20000000000000018E1	17	53	3.70867543524447063E-1 / 8.73894681567329101E1
3.20000000000000018E1	17	54	3.70983904364164019E-1 / 8.72984738096439372E1
3.20000000000000018E1	17	55	3.71101794877058344E-1 / 8.72072947590508818E1
3.20000000000000018E1	17	56	3.71221192305572956E-1 / 8.71159504924284178E1
3.20000000000000018E1	17	57	3.71342073125312488E-1 / 8.70244604508133435E1
3.20000000000000018E1	17	58	3.71464413042329777E-1 / 8.69328440275248404E1
3.20000000000000018E1	17	59	3.71588186990853586E-1 / 8.68411205669107922E1
3.20000000000000018E1	17	60	3.71713369131456872E-1 / 8.67493093631217604E1
3.20000000000000018E1	17	61	3.71839932849660659E-1 / 8.66574296589135606E1
3.20000000000000018E1	17	62	3.71967850754973783E-1 / 8.65655006444800534E1
3.20000000000000018E1	17	63	3.72097094680361806E-1 / 8.64735414563173421E1
3.20000000000000018E1	17	64	3.72227635682145630E-1 / 8.63815711761206018E1
3.20000000000000018E1	17	65	3.72359444040324750E-1 / 8.62896088297149966E1
3.20000000000000018E1	17	66	3.72492489259321724E-1 / 8.61976733860215560E1
3.20000000000000018E1	17	67	3.72626740069146978E-1 / 8.61057837560597861E1
3.20000000000000018E1	17	68	3.72762164426977449E-1 / 8.60139587919876014E1
3.20000000000000018E1	17	69	3.72898729519147532E-1 / 8.59222172861803024E1
3.20000000000000018E1	17	70	3.73036401763549241E-1 / 8.58305779703492178E1
3.20000000000000018E1	17	71	3.73175146812436065E-1 / 8.57390595147017720E1
3.20000000000000018E1	17	72	3.73314929555629682E-1 / 8.56476805271433328E1
3.20000000000000018E1	17	73	3.73455714124121974E-1 / 8.55564595525226324E1
3.20000000000000018E1	17	74	3.73597463894073600E-1 / 8.54654150719212602E1
3.20000000000000018E1	17	75	3.73740141491199562E-1 / 8.53745655019884531E1
3.20000000000000018E1	17	76	3.73883708795544178E-1 / 8.52839291943222833E1
3.20000000000000018E1	17	77	3.74028126946635542E-1 / 8.51935244348979026E1
3.20000000000000018E1	17	78	3.74173356349020203E-1 / 8.51033694435440680E1
3.20000000000000018E1	17	79	3.74319356678170845E-1 / 8.50134823734684630E1
3.20000000000000018E1	17	80	3.74466086886765748E-1 / 8.49238813108330959E1
3.20000000000000018E1	17	81	3.74613505211333297E-1 / 8.48345842743803225E1
3.20000000000000018E1	17	82	3.74761569179259668E-1 / 8.47456092151101714E1
3.20000000000000018E1	17	83	3.74910235616154619E-1 / 8.46569740160100181E1
3.20000000000000018E1	17	84	3.75059460653571275E-1 / 8.45686964918371764E1
3.20000000000000018E1	17	85	3.75209199737076338E-1 / 8.44807943889550117E1
3.20000000000000018E1	17	86	3.75359407634666242E-1 / 8.43932853852232334E1
3.20000000000000018E1	17	87	3.75510038445525840E-1 / 8.43061870899431653E1
3.20000000000000018E1	17	88	3.75661045609123967E-1 / 8.42195170438582430E1
3.20000000000000018E1	17	89	3.75812381914644345E-1 / 8.41332927192105728E1
3.20000000000000018E1	17	90	3.75963999510746261E-1 / 8.40475315198538198E1
3.20000000000000018E1	17	91	3.76115849915650635E-1 / 8.39622507814230623E1
3.20000000000000018E1	17	92	3.76267884027548494E-1 / 8.38774677715618999E1
3.20000000000000018E1	17	93	3.76420052135328742E-1 / 8.37931996902072562E1
3.20000000000000018E1	17	94	3.76572303929618535E-1 / 8.37094636699322869E1
3.20000000000000018E1	17	95	3.76724588514136460E-1 / 8.36262767763476234E1
3.20000000000000018E1	17	96	3.76876854417351259E-1 / 8.35436560085612356E1
3.20000000000000018E1	17	97	3.77029049604443722E-1 / 8.34616182996974310E1
3.20000000000000018E1	17	98	3.77181121489569771E-1 / 8.33801805174745070E1

level	number	indep(index, 1)	PAE_contours[4, 17, ::]
3.20000000000000018E1	18	0	3.77035796072180807E-1 / 9.78469118664218307E1
3.20000000000000018E1	18	1	3.76781144231751419E-1 / 9.77545625105991789E1
3.20000000000000018E1	18	2	3.76529713408592137E-1 / 9.76627169367084136E1
3.20000000000000018E1	18	3	3.76281555688984337E-1 / 9.75714006504698261E1
3.20000000000000018E1	18	4	3.76036722273894108E-1 / 9.74806392567819202E1
3.20000000000000018E1	18	5	3.75795263492942677E-1 / 9.73904584564769671E1
3.20000000000000018E1	18	6	3.75557228819182853E-1 / 9.73008840430012256E1
3.20000000000000018E1	18	7	3.75322666884689848E-1 / 9.72119418990212480E1
3.20000000000000018E1	18	8	3.75091625496968195E-1 / 9.71236579929579058E1
3.20000000000000018E1	18	9	3.74864151656180988E-1 / 9.70360583754501249E1
3.20000000000000018E1	18	10	3.74640291573203932E-1 / 9.69491691757498231E1
3.20000000000000018E1	18	11	3.74420090688509077E-1 / 9.68630165980498603E1
3.20000000000000018E1	18	12	3.74203593691879766E-1 / 9.67776269177465664E1
3.20000000000000018E1	18	13	3.73990844542960454E-1 / 9.66930264776387460E1
3.20000000000000018E1	18	14	3.73781886492644499E-1 / 9.66092416840645640E1
3.20000000000000018E1	18	15	3.73576762105299265E-1 / 9.65262990029781776E1
3.20000000000000018E1	18	16	3.73375513281833005E-1 / 9.64442249559675169E1
3.20000000000000018E1	18	17	3.73178181283601651E-1 / 9.63630461162149921E1
3.20000000000000018E1	18	18	3.72984806757159149E-1 / 9.62827891044023332E1
3.20000000000000018E1	18	19	3.72795414384217594E-1 / 9.62034735719585754E1
3.20000000000000018E1	18	20	3.72609967280506504E-1 / 9.61250911053209123E1
3.20000000000000018E1	18	21	3.72428414003865127E-1 / 9.60476261687315969E1
3.20000000000000018E1	18	22	3.72250704040489921E-1 / 9.59710631060004360E1
3.20000000000000018E1	18	23	3.72076787788709318E-1 / 9.58953861434132371E1
3.20000000000000018E1	18	24	3.71906616542940682E-1 / 9.58205793925949578E1
3.20000000000000018E1	18	25	3.71740142477840552E-1 / 9.57466268533282161E1
3.20000000000000018E1	18	26	3.71577318632652798E-1 / 9.56735124163271777E1
3.20000000000000018E1	18	27	3.71418098895766091E-1 / 9.56012198659678170E1
3.20000000000000018E1	18	28	3.71262437989484351E-1 / 9.55297328829744785E1
3.20000000000000018E1	18	29	3.71110291455021812E-1 / 9.54590350470636473E1
3.20000000000000018E1	18	30	3.70961615637726716E-1 / 9.53891098395453696E1
3.20000000000000018E1	18	31	3.70816367672542713E-1 / 9.53199406458825038E1
3.20000000000000018E1	18	32	3.70674505469712656E-1 / 9.52515107582088305E1
3.20000000000000018E1	18	33	3.70535987700734326E-1 / 9.51838033778062353E1
3.20000000000000018E1	18	34	3.70400773784572301E-1 / 9.51168016175415154E1
3.20000000000000018E1	18	35	3.70268823874132513E-1 / 9.50504885042634484E1
3.20000000000000018E1	18	36	3.70140098843006804E-1 / 9.49848469811609242E1
3.20000000000000018E1	18	37	3.70014560272491799E-1 / 9.49198599100819784E1
3.20000000000000018E1	18	38	3.69892170438889156E-1 / 9.48555100738152213E1
3.20000000000000018E1	18	39	3.69772892301091982E-1 / 9.47917801783334468E1
3.20000000000000018E1	18	40	3.69656689488462931E-1 / 9.47286528550005258E1
3.20000000000000018E1	18	41	3.69543526289009039E-1 / 9.46661106627418825E1
3.20000000000000018E1	18	42	3.69433367637859389E-1 / 9.46041360901791784E1
3.20000000000000018E1	18	43	3.69326179106047858E-1 / 9.45427115577298416E1
3.20000000000000018E1	18	44	3.69221926889610197E-1 / 9.44818194196719574E1
3.20000000000000018E1	18	45	3.69120577798994187E-1 / 9.44214419661751592E1
3.20000000000000018E1	18	46	3.69022099248792390E-1 / 9.43615614252980173E1
3.20000000000000018E1	18	47	3.68926459247799343E-1 / 9.43021599649525299E1
3.20000000000000018E1	18	48	3.68833626389397295E-1 / 9.42432196948363377E1
3.20000000000000018E1	18	49	3.68743569842274876E-1 / 9.41847226683332828E1
3.20000000000000018E1	18	50	3.68656259341482517E-1 / 9.41266508843825456E1
3.20000000000000018E1	18	51	3.68571665179828578E-1 / 9.40689862893174045E1
3.20000000000000018E1	18	52	3.68489758199619555E-1 / 9.40117107786740114E1
3.20000000000000018E1	18	53	3.68410509784746409E-1 / 9.39548061989703953E1
3.20000000000000018E1	18	54	3.68333891853123818E-1 / 9.38982543494568844E1
3.20000000000000018E1	18	55	3.68259876849480339E-1 / 9.38420369838380353E1
3.20000000000000018E1	18	56	3.68188437738508467E-1 / 9.37861358119669219E1
3.20000000000000018E1	18	57	3.68119547998372321E-1 / 9.37305325015119450E1
3.20000000000000018E1	18	58	3.68053181614578673E-1 / 9.36752086795973682E1
3.20000000000000018E1	18	59	3.67989313074213387E-1 / 9.36201459344173870E1
3.20000000000000018E1	18	60	3.67927917360545154E-1 / 9.35653258168249735E1
3.20000000000000018E1	18	61	3.67868969948000624E-1 / 9.35107298418956390E1
3.20000000000000018E1	18	62	3.67812446797510084E-1 / 9.34563394904666822E1
3.20000000000000018E1	18	63	3.67758324352230304E-1 / 9.34021362106527597E1
3.20000000000000018E1	18	64	3.67706579533642852E-1 / 9.33481014193381853E1
3.20000000000000018E1	18	65	3.67657189738031631E-1 / 9.32942165036463322E1
3.20000000000000018E1	18	66	3.67610132833341829E-1 / 9.32404628223871512E1
3.20000000000000018E1	18	67	3.67565387156421064E-1 / 9.31868217074828031E1
3.20000000000000018E1	18	68	3.67522931510645101E-1 / 9.31332744653726330E1
3.20000000000000018E1	18	69	3.67482745163929758E-1 / 9.30798023783974671E1
3.20000000000000018E1	18	70	3.67444807847130450E-1 / 9.30263867061642280E1
3.20000000000000018E1	18	71	3.67409099752830315E-1 / 9.29730086868912409E1
3.20000000000000018E1	18	72	3.67375601534519802E-1 / 9.29196495387348875E1
3.20000000000000018E1	18	73	3.67344294306165775E-1 / 9.28662904610982665E1
3.20000000000000018E1	18	74	3.67315159642176514E-1 / 9.28129126359224088E1
3.20000000000000018E1	18	75	3.67288179577757612E-1 / 9.27594972289605479E1
3.20000000000000018E1	18	76	3.67263336609664570E-1 / 9.27060253910364729E1
3.20000000000000018E1	18	77	3.67240613697350682E-1 / 9.26524782592871077E1
3.20000000000000018E1	18	78	3.67219994264511396E-1 / 9.25988369583901871E1
3.20000000000000018E1	18	79	3.67201462201026851E-1 / 9.25450826017778105E1
3.20000000000000018E1	18	80	3.67185001865300675E-1 / 9.24911962928363529E1
3.20000000000000018E1	18	81	3.67170598086999922E-1 / 9.24371591260934977E1
3.20000000000000018E1	18	82	3.67158236170192209E-1 / 9.23829521883930482E1
3.20000000000000018E1	18	83	3.67147901896883688E-1 / 9.23285565600582459E1
3.20000000000000018E1	18	84	3.67139581530955805E-1 / 9.22739533160444303E1
3.20000000000000018E1	18	85	3.67133261822503432E-1 / 9.22191235270814857E1
3.20000000000000018E1	18	86	3.67128930012573473E-1 / 9.21640482608072276E1
3.20000000000000018E1	18	87	3.67126573838302583E-1 / 9.21087085828922447E1
3.20000000000000018E1	18	88	3.67126181538457930E-1 / 9.20530855581568730E1
3.20000000000000018E1	18	89	3.67127741859376355E-1 / 9.19971602516815778E1
3.20000000000000018E1	18	90	3.67131244061305884E-1 / 9.19409137299111201E1
3.20000000000000018E1	18	91	3.67136677925145882E-1 / 9.18843270617535168E1
3.20000000000000018E1	18	92	3.67144033759589883E-1 / 9.18273813196747568E1
3.20000000000000018E1	18	93	3.67153302408665372E-1 / 9.17700575807899810E1
3.20000000000000018E1	18	94	3.67164475259675260E-1 / 9.17123369279523537E1
3.20000000000000018E1	18	95	3.67177544251537480E-1 / 9.16542004508401575E1
3.20000000000000018E1	18	96	3.67192501883523459E-1 / 9.15956292470433908E1
3.20000000000000018E1	18	97	3.67209341224394059E-1 / 9.15366044231507914E1
3.20000000000000018E1	18	98	3.67228055921933150E-1 / 9.14771070958381927E1

level	number	indep(index, 1)	PAE_contours[4, 18, ::]
3.20000000000000018E1	19	0	4.05497979310799117E-1 / 1.05779341240675118E2
3.20000000000000018E1	19	1	4.05307709023907403E-1 / 1.05736310293951363E2
3.20000000000000018E1	19	2	4.05113780530300627E-1 / 1.05692346706115003E2
3.20000000000000018E1	19	3	4.04916155934771371E-1 / 1.05647436871549516E2
3.20000000000000018E1	19	4	4.04714797929552095E-1 / 1.05601567086579307E2
3.20000000000000018E1	19	5	4.04509669809902306E-1 / 1.05554723547163154E2
3.20000000000000018E1	19	6	4.04300735490011398E-1 / 1.05506892346559722E2
3.20000000000000018E1	19	7	4.04087959519223094E-1 / 1.05458059472964405E2
3.20000000000000018E1	19	8	4.03871307098587717E-1 / 1.05408210807118641E2
3.20000000000000018E1	19	9	4.03650744097748504E-1 / 1.05357332119891556E2
3.20000000000000018E1	19	10	4.03426237072169958E-1 / 1.05305409069834299E2
3.20000000000000018E1	19	11	4.03197753280713123E-1 / 1.05252427200707732E2
3.20000000000000018E1	19	12	4.02965260703565509E-1 / 1.05198371938983337E2
3.20000000000000018E1	19	13	4.02728728060534280E-1 / 1.05143228591318416E2
3.20000000000000018E1	19	14	4.02488124829705995E-1 / 1.05086982342005508E2
3.20000000000000018E1	19	15	4.02243421266485690E-1 / 1.05029618250397094E2
3.20000000000000018E1	19	16	4.01994588423018850E-1 / 1.04971121248305255E2
3.20000000000000018E1	19	17	4.01741621493629886E-1 / 1.04911481262054207E2
3.20000000000000018E1	19	18	4.01484609506809509E-1 / 1.04850708638345824E2
3.20000000000000018E1	19	19	4.01223664814861714E-1 / 1.04788818866193800E2
3.20000000000000018E1	19	20	4.00958899670357560E-1 / 1.04725827470080768E2
3.20000000000000018E1	19	21	4.00690426202491867E-1 / 1.04661750014462918E2
