level	number	indep(index, 1)	PAE_contours[0, 0, ::]
3.63773793018164948E1	10	10	6.18085209956457415E-1 / 9.41657766269109509E1
3.63773793018164948E1	10	11	6.18096653923866146E-1 / 9.41674653276344742E1
3.63773793018164948E1	10	12	6.18108068097112717E-1 / 9.41691397547112707E1
3.63773793018164948E1	10	13	6.18119449824058620E-1 / 9.41708002265137978E1
3.63773793018164948E1	10	14	6.18130796453075071E-1 / 9.41724470614152054E1
3.63773793018164948E1	10	15	6.18142105333033420E-1 / 9.41740805777888568E1
3.63773793018164948E1	10	16	6.18153373813297158E-1 / 9.41757010940079908E1
3.63773793018164948E1	10	17	6.18164599243714452E-1 / 9.41773089284453313E1
3.63773793018164948E1	10	18	6.18175778974610779E-1 / 9.41789043994727315E1
3.63773793018164948E1	10	19	6.18186910356780306E-1 / 9.41804878254609257E1
3.63773793018164948E1	10	20	6.18197990741480119E-1 / 9.41820595247792269E1
3.63773793018164948E1	10	21	6.18209017480421874E-1 / 9.41836198157951188E1
3.63773793018164948E1	10	22	6.18219987925765402E-1 / 9.41851690168743438E1
3.63773793018164948E1	10	23	6.18230899430111869E-1 / 9.41867074463803888E1
3.63773793018164948E1	10	24	6.18241749346497649E-1 / 9.41882354226744312E1
3.63773793018164948E1	10	25	6.18252535028387395E-1 / 9.41897532641153212E1
3.63773793018164948E1	10	26	6.18263253829668269E-1 / 9.41912612890592271E1
3.63773793018164948E1	10	27	6.18273903104643718E-1 / 9.41927598158597235E1
3.63773793018164948E1	10	28	6.18284480208027976E-1 / 9.41942491628676137E1
3.63773793018164948E1	10	29	6.18294982494940104E-1 / 9.41957296484309836E1
3.63773793018164948E1	10	30	6.18305407320899825E-1 / 9.41972015908951299E1
3.63773793018164948E1	10	31	6.18315752041819877E-1 / 9.41986653086026493E1
3.63773793018164948E1	10	32	6.18326014014003711E-1 / 9.42001211198933319E1
3.63773793018164948E1	10	33	6.18336190594138824E-1 / 9.42015693431044454E1
3.63773793018164948E1	10	34	6.18346279139293298E-1 / 9.42030102965706817E1
3.63773793018164948E1	10	35	6.18356277006910204E-1 / 9.42044442986243169E1
3.63773793018164948E1	10	36	6.18366181554804495E-1 / 9.42058716675953534E1
3.63773793018164948E1	10	37	6.18375990141158294E-1 / 9.42072927218118217E1
3.63773793018164948E1	10	38	6.18385700124516990E-1 / 9.42087077795997985E1
3.63773793018164948E1	10	39	6.18395308863786397E-1 / 9.42101171592837616E1
3.63773793018164948E1	10	40	6.18404813718227686E-1 / 9.42115211791868390E1
3.63773793018164948E1	10	41	6.18414212047455791E-1 / 9.42129201576310749E1
3.63773793018164948E1	10	42	6.18423501211435411E-1 / 9.42143144129378030E1
3.63773793018164948E1	10	43	6.18432678570477989E-1 / 9.42157042634278596E1
3.63773793018164948E1	10	44	6.18441741485239405E-1 / 9.42170900274221523E1
3.63773793018164948E1	10	45	6.18450687316717662E-1 / 9.42184720232418904E1
3.63773793018164948E1	10	46	6.18459513426249519E-1 / 9.42198505692090649E1
3.63773793018164948E1	10	47	6.18468217175509416E-1 / 9.42212259836469634E1
3.63773793018164948E1	10	48	6.18476795926506995E-1 / 9.42225985848805259E1
3.63773793018164948E1	10	49	6.18485247041585318E-1 / 9.42239686912369834E1
3.63773793018164948E1	10	50	6.18493567883419892E-1 / 9.42253366210463383E1
3.63773793018164948E1	10	51	6.18501755815016097E-1 / 9.42267026926418438E1
3.63773793018164948E1	10	52	6.18509808199709354E-1 / 9.42280672243607853E1
3.63773793018164948E1	10	53	6.18517722401163095E-1 / 9.42294305345448713E1
3.63773793018164948E1	10	54	6.18525495783368129E-1 / 9.42307929415410683E1
3.63773793018164948E1	10	55	6.18533125710643006E-1 / 9.42321547637021517E1
3.63773793018164948E1	10	56	6.18540609547631881E-1 / 9.42335163193874692E1
3.63773793018164948E1	10	57	6.18547944659305760E-1 / 9.42348779269635983E1
3.63773793018164948E1	10	58	6.18555128410961519E-1 / 9.42362399048051991E1
3.63773793018164948E1	10	59	6.18562158168222798E-1 / 9.42376025712956888E1
3.63773793018164948E1	10	60	6.18569031297039551E-1 / 9.42389662448280951E1
3.63773793018164948E1	10	61	6.18575745163689206E-1 / 9.42403312438058904E1
3.63773793018164948E1	10	62	6.18582297134777015E-1 / 9.42416978866438981E1
3.63773793018164948E1	10	63	6.18588684577237036E-1 / 9.42430664917690386E1
3.63773793018164948E1	10	64	6.18594904858333461E-1 / 9.42444373776214306E1
3.63773793018164948E1	10	65	6.18600955345661596E-1 / 9.42458108626551549E1
3.63773793018164948E1	10	66	6.18606833407149193E-1 / 9.42471872653393561E1
3.63773793018164948E1	10	67	6.18612536411058933E-1 / 9.42485669041591834E1
3.63773793018164948E1	10	68	6.18618061725989321E-1 / 9.42499500976167859E1
3.63773793018164948E1	10	69	6.18623406720877433E-1 / 9.42513371642324493E1
3.63773793018164948E1	10	70	6.18628568765000253E-1 / 9.42527284225455908E1
3.63773793018164948E1	10	71	6.18633545227978754E-1 / 9.42541241911158423E1
3.63773793018164948E1	10	72	6.18638333479778879E-1 / 9.42555247885243297E1
3.63773793018164948E1	10	73	6.18642930890714737E-1 / 9.42569305333746321E1
3.63773793018164948E1	10	74	6.18647334831452600E-1 / 9.42583417442941496E1
3.63773793018164948E1	10	75	6.18651542673012944E-1 / 9.42597587399351511E1
3.63773793018164948E1	10	76	6.18655551786774005E-1 / 9.42611818389761780E1
3.63773793018164948E1	10	77	6.18659359544476484E-1 / 9.42626113601231452E1
3.63773793018164948E1	10	78	6.18662963318225589E-1 / 9.42640476221107981E1
3.63773793018164948E1	10	79	6.18666360480496280E-1 / 9.42654909437039024E1
3.63773793018164948E1	10	80	6.18669548404137348E-1 / 9.42669416436986474E1
3.63773793018164948E1	10	81	6.18672524462374884E-1 / 9.42684000409240141E1
3.63773793018164948E1	10	82	6.18675286028817961E-1 / 9.42698664542431963E1
3.63773793018164948E1	10	83	6.18677830477462187E-1 / 9.42713412025550035E1
3.63773793018164948E1	10	84	6.18680155182695657E-1 / 9.42728246047953533E1
3.63773793018164948E1	10	85	6.18682257519303924E-1 / 9.42743169799386749E1
3.63773793018164948E1	10	86	6.18684134862474799E-1 / 9.42758186469995074E1
3.63773793018164948E1	10	87	6.18685784587803944E-1 / 9.42773299250340102E1
3.63773793018164948E1	10	88	6.18687204071301178E-1 / 9.42788511331415080E1
3.63773793018164948E1	10	89	6.18688390689395895E-1 / 9.42803825904660897E1
3.63773793018164948E1	10	90	6.18689341818942840E-1 / 9.42819246161982605E1
3.63773793018164948E1	10	91	6.18690054837229297E-1 / 9.42834775295765404E1
3.63773793018164948E1	10	92	6.18690527121980605E-1 / 9.42850416498891875E1
3.63773793018164948E1	10	93	6.18690756051367696E-1 / 9.42866172964758498E1
3.63773793018164948E1	10	94	6.18690739004013324E-1 / 9.42882047887293240E1
3.63773793018164948E1	10	95	6.18690473358998982E-1 / 9.42898044460972784E1
3.63773793018164948E1	10	96	6.18689956495872728E-1 / 9.42914165880841182E1
3.63773793018164948E1	10	97	6.18689185794656815E-1 / 9.42930415342527084E1
3.63773793018164948E1	10	98	6.18688158635854357E-1 / 9.42946796042262214E1

level	number	indep(index, 1)	PAE_contours[0, 10, ::]
3.63773793018164948E1	11	0	6.16276233570612852E-1 / 9.40480103031961434E1
3.63773793018164948E1	11	1	6.16302352289426203E-1 / 9.40470403622401818E1
3.63773793018164948E1	11	2	6.16328268343596974E-1 / 9.40461288977685328E1
3.63773793018164948E1	11	3	6.16353972977616671E-1 / 9.40452767488179475E1
3.63773793018164948E1	11	4	6.16379457437397882E-1 / 9.40444847543567164E1
3.63773793018164948E1	11	5	6.16404712970368251E-1 / 9.40437537532960732E1
3.63773793018164948E1	11	6	6.16429730825567823E-1 / 9.40430845845019547E1
3.63773793018164948E1	11	7	6.16454504082166288E-1 / 9.40424778159090380E1
3.63773793018164948E1	11	8	6.16479033135050436E-1 / 9.40419329319388453E1
3.63773793018164948E1	11	9	6.16503320209958794E-1 / 9.40414491463707591E1
3.63773793018164948E1	11	10	6.16527367535032944E-1 / 9.40410256732599059E1
3.63773793018164948E1	11	11	6.16551177340730305E-1 / 9.40406617269320932E1
3.63773793018164948E1	11	12	6.16574751859734604E-1 / 9.40403565219782500E1
3.63773793018164948E1	11	13	6.16598093326869545E-1 / 9.40401092732495059E1
3.63773793018164948E1	11	14	6.16621203979013188E-1 / 9.40399191958518443E1
3.63773793018164948E1	11	15	6.16644086055012952E-1 / 9.40397855051410758E1
3.63773793018164948E1	11	16	6.16666741795602658E-1 / 9.40397074167178637E1
3.63773793018164948E1	11	17	6.16689173443320904E-1 / 9.40396841464226441E1
3.63773793018164948E1	11	18	6.16711383242429001E-1 / 9.40397149103308472E1
3.63773793018164948E1	11	19	6.16733373438831478E-1 / 9.40397989247479060E1
3.63773793018164948E1	11	20	6.16755146279998456E-1 / 9.40399354062045134E1
3.63773793018164948E1	11	21	6.16776704014885979E-1 / 9.40401235714518791E1
3.63773793018164948E1	11	22	6.16798048893861761E-1 / 9.40403626374570933E1
3.63773793018164948E1	11	23	6.16819183168628449E-1 / 9.40406518213984199E1
3.63773793018164948E1	11	24	6.16840109092151145E-1 / 9.40409903406607661E1
3.63773793018164948E1	11	25	6.16860828918582804E-1 / 9.40413774128311886E1
3.63773793018164948E1	11	26	6.16881344903193707E-1 / 9.40418122556943814E1
3.63773793018164948E1	11	27	6.16901659302300143E-1 / 9.40422940872283952E1
3.63773793018164948E1	11	28	6.16921774373195930E-1 / 9.40428221256001784E1
3.63773793018164948E1	11	29	6.16941692374083495E-1 / 9.40433955891614026E1
3.63773793018164948E1	11	30	6.16961415564006099E-1 / 9.40440136964441997E1
3.63773793018164948E1	11	31	6.16980946202783720E-1 / 9.40446756661569339E1
3.63773793018164948E1	11	32	6.17000286550946431E-1 / 9.40453807171802936E1
3.63773793018164948E1	11	33	6.17019438869671699E-1 / 9.40461280685629930E1
3.63773793018164948E1	11	34	6.17038405420721858E-1 / 9.40469169395180771E1
3.63773793018164948E1	11	35	6.17057188466382112E-1 / 9.40477465494186582E1
3.63773793018164948E1	11	36	6.17075790269401292E-1 / 9.40486161177944169E1
3.63773793018164948E1	11	37	6.17094213092931998E-1 / 9.40495248643274984E1
3.63773793018164948E1	11	38	6.17112459200472863E-1 / 9.40504720088488888E1
3.63773793018164948E1	11	39	6.17130530855812509E-1 / 9.40514567713347382E1
3.63773793018164948E1	11	40	6.17148430322972708E-1 / 9.40524783719027013E1
3.63773793018164948E1	11	41	6.17166159866154374E-1 / 9.40535360308083312E1
3.63773793018164948E1	11	42	6.17183721749685610E-1 / 9.40546289684415981E1
3.63773793018164948E1	11	43	6.17201118237966995E-1 / 9.40557564053234785E1
3.63773793018164948E1	11	44	6.17218351595422288E-1 / 9.40569175621024378E1
3.63773793018164948E1	11	45	6.17235424086448248E-1 / 9.40581116595511979E1
3.63773793018164948E1	11	46	6.17252337975365961E-1 / 9.40593379185634149E1
3.63773793018164948E1	11	47	6.17269095526372436E-1 / 9.40605955601504107E1
3.63773793018164948E1	11	48	6.17285699003494948E-1 / 9.40618838054381534E1
3.63773793018164948E1	11	49	6.17302150670545657E-1 / 9.40632018756639177E1
3.63773793018164948E1	11	50	6.17318452791077465E-1 / 9.40645489921734779E1
3.63773793018164948E1	11	51	6.17334607628340049E-1 / 9.40659243764179642E1
3.63773793018164948E1	11	52	6.17350617445238647E-1 / 9.40673272499509672E1
3.63773793018164948E1	11	53	6.17366484504294277E-1 / 9.40687568344256775E1
3.63773793018164948E1	11	54	6.17382211067602604E-1 / 9.40702123515920974E1
3.63773793018164948E1	11	55	6.17397799396795399E-1 / 9.40716930232941984E1
3.63773793018164948E1	11	56	6.17413251753004744E-1 / 9.40731980714673277E1
3.63773793018164948E1	11	57	6.17428570396825105E-1 / 9.40747267181354729E1
3.63773793018164948E1	11	58	6.17443757588279318E-1 / 9.40762781854087393E1
3.63773793018164948E1	11	59	6.17458815586784393E-1 / 9.40778516954808275E1
3.63773793018164948E1	11	60	6.17473746651118294E-1 / 9.40794464706264932E1
3.63773793018164948E1	11	61	6.17488553039389387E-1 / 9.40810617331992383E1
3.63773793018164948E1	11	62	6.17503237009004646E-1 / 9.40826967056288588E1
3.63773793018164948E1	11	63	6.17517800816640872E-1 / 9.40843506104192784E1
3.63773793018164948E1	11	64	6.17532246718215916E-1 / 9.40860226701461855E1
3.63773793018164948E1	11	65	6.17546576968863370E-1 / 9.40877121074549017E1
3.63773793018164948E1	11	66	6.17560793822903609E-1 / 9.40894181450583034E1
3.63773793018164948E1	11	67	6.17574899533821942E-1 / 9.40911400057347080E1
3.63773793018164948E1	11	68	6.17588896354242323E-1 / 9.40928769123258846E1
3.63773793018164948E1	11	69	6.17602786535906922E-1 / 9.40946280877350993E1
3.63773793018164948E1	11	70	6.17616572329653746E-1 / 9.40963927549252510E1
3.63773793018164948E1	11	71	6.17630255985395848E-1 / 9.40981701369169876E1
3.63773793018164948E1	11	72	6.17643839752103219E-1 / 9.40999594567870012E1
3.63773793018164948E1	11	73	6.17657325877783325E-1 / 9.41017599376662517E1
3.63773793018164948E1	11	74	6.17670716609466197E-1 / 9.41035708027382967E1
3.63773793018164948E1	11	75	6.17684014193186925E-1 / 9.41053912752377997E1
3.63773793018164948E1	11	76	6.17697220873971986E-1 / 9.41072205784488247E1
3.63773793018164948E1	11	77	6.17710338895825384E-1 / 9.41090579357034329E1
3.63773793018164948E1	11	78	6.17723370501716040E-1 / 9.41109025703802793E1
3.63773793018164948E1	11	79	6.17736317933567403E-1 / 9.41127537059031383E1
3.63773793018164948E1	11	80	6.17749183432246873E-1 / 9.41146105657397136E1
3.63773793018164948E1	11	81	6.17761969237556130E-1 / 9.41164723734002351E1
3.63773793018164948E1	11	82	6.17774677588224552E-1 / 9.41183383524363748E1
3.63773793018164948E1	11	83	6.17787310721902472E-1 / 9.41202077264400216E1
3.63773793018164948E1	11	84	6.17799870875153978E-1 / 9.41220797190422154E1
3.63773793018164948E1	11	85	6.17812360283454520E-1 / 9.41239535539121519E1
3.63773793018164948E1	11	86	6.17824781181186644E-1 / 9.41258284547560820E1
3.63773793018164948E1	11	87	6.17837135801637949E-1 / 9.41277036453165294E1
3.63773793018164948E1	11	88	6.17849426376999844E-1 / 9.41295783493713678E1
3.63773793018164948E1	11	89	6.17861655138367993E-1 / 9.41314517907329673E1
3.63773793018164948E1	11	90	6.17873824315744180E-1 / 9.41333231932474845E1
3.63773793018164948E1	11	91	6.17885936138037195E-1 / 9.41351917807942229E1
3.63773793018164948E1	11	92	6.17897992833067367E-1 / 9.41370567772848332E1
3.63773793018164948E1	11	93	6.17909996627571179E-1 / 9.41389174066629053E1
3.63773793018164948E1	11	94	6.17921949747206956E-1 / 9.41407728929032750E1
3.63773793018164948E1	11	95	6.17933854416561790E-1 / 9.41426224600116868E1
3.63773793018164948E1	11	96	6.17945712859159002E-1 / 9.41444653320243141E1
3.63773793018164948E1	11	97	6.17957527297468534E-1 / 9.41463007330073864E1
3.63773793018164948E1	11	98	6.17969299952916629E-1 / 9.41481278870569049E1

level	number	indep(index, 1)	PAE_contours[0, 11, ::]
3.63773793018164948E1	12	0	6.14148887650192421E-1 / 9.42901794435654139E1
3.63773793018164948E1	12	1	6.14152538170914397E-1 / 9.42875807839633495E1
3.63773793018164948E1	12	2	6.14156793589294558E-1 / 9.42849601635939649E1
3.63773793018164948E1	12	3	6.14161661083979826E-1 / 9.42823174457911684E1
3.63773793018164948E1	12	4	6.14167147834168503E-1 / 9.42796524941478431E1
3.63773793018164948E1	12	5	6.14173258380440590E-1 / 9.42769653389199291E1
3.63773793018164948E1	12	6	6.14179986706563241E-1 / 9.42742566761234002E1
3.63773793018164948E1	12	7	6.14187324155822356E-1 / 9.42715273681418253E1
3.63773793018164948E1	12	8	6.14195262069998194E-1 / 9.42687782772886962E1
3.63773793018164948E1	12	9	6.14203791789333131E-1 / 9.42660102657958454E1
3.63773793018164948E1	12	10	6.14212904652500491E-1 / 9.42632241958024686E1
3.63773793018164948E1	12	11	6.14222591996575140E-1 / 9.42604209293442530E1
3.63773793018164948E1	12	12	6.14232845157004448E-1 / 9.42576013283426484E1
3.63773793018164948E1	12	13	6.14243655467582617E-1 / 9.42547662545946174E1
3.63773793018164948E1	12	14	6.14255014260424836E-1 / 9.42519165697624217E1
3.63773793018164948E1	12	15	6.14266912865942416E-1 / 9.42490531353637806E1
3.63773793018164948E1	12	16	6.14279342612821466E-1 / 9.42461768127622079E1
3.63773793018164948E1	12	17	6.14292294828001051E-1 / 9.42432884631575796E1
3.63773793018164948E1	12	18	6.14305760836653469E-1 / 9.42403889475771095E1
3.63773793018164948E1	12	19	6.14319731962165161E-1 / 9.42374791268663081E1
3.63773793018164948E1	12	20	6.14334199526120539E-1 / 9.42345598616804025E1
3.63773793018164948E1	12	21	6.14349154848286094E-1 / 9.42316320124758633E1
3.63773793018164948E1	12	22	6.14364589246595649E-1 / 9.42286964395023396E1
3.63773793018164948E1	12	23	6.14380494037138103E-1 / 9.42257540027946305E1
3.63773793018164948E1	12	24	6.14396860534145262E-1 / 9.42228055621651173E1
3.63773793018164948E1	12	25	6.14413680049982336E-1 / 9.42198519771962495E1
3.63773793018164948E1	12	26	6.14430943895138615E-1 / 9.42168941072334221E1
3.63773793018164948E1	12	27	6.14448643378220893E-1 / 9.42139328113779584E1
3.63773793018164948E1	12	28	6.14466769805946722E-1 / 9.42109689484806090E1
3.63773793018164948E1	12	29	6.14485314483140233E-1 / 9.42080033771349079E1
3.63773793018164948E1	12	30	6.14504268712728763E-1 / 9.42050369556710621E1
3.63773793018164948E1	12	31	6.14523623795741347E-1 / 9.42020705421500892E1
3.63773793018164948E1	12	32	6.14543371031307739E-1 / 9.41991049943579384E1
3.63773793018164948E1	12	33	6.14563501716659832E-1 / 9.41961411698002493E1
3.63773793018164948E1	12	34	6.14584007147133882E-1 / 9.41931799256969171E1
3.63773793018164948E1	12	35	6.14604878616173878E-1 / 9.41902221189773670E1
3.63773793018164948E1	12	36	6.14626107415336609E-1 / 9.41872686062756515E1
3.63773793018164948E1	12	37	6.14647684834299302E-1 / 9.41843202439261162E1
3.63773793018164948E1	12	38	6.14669602160865391E-1 / 9.41813778879590835E1
3.63773793018164948E1	12	39	6.14691850680975183E-1 / 9.41784423940969972E1
3.63773793018164948E1	12	40	6.14714421678715794E-1 / 9.41755146177504976E1
3.63773793018164948E1	12	41	6.14737306436333419E-1 / 9.41725954140151700E1
3.63773793018164948E1	12	42	6.14760496234246290E-1 / 9.41696856376681879E1
3.63773793018164948E1	12	43	6.14783982351059688E-1 / 9.41667861431653108E1
3.63773793018164948E1	12	44	6.14807756063581046E-1 / 9.41638977846382019E1
3.63773793018164948E1	12	45	6.14831808646838773E-1 / 9.41610214158918879E1
3.63773793018164948E1	12	46	6.14856131374099313E-1 / 9.41581578904025385E1
3.63773793018164948E1	12	47	6.14880715516889165E-1 / 9.41553080613154414E1
3.63773793018164948E1	12	48	6.14905552345014250E-1 / 9.41524727814432438E1
3.63773793018164948E1	12	49	6.14930633126583714E-1 / 9.41496529032644425E1
3.63773793018164948E1	12	50	6.14955949128035062E-1 / 9.41468492789221045E1
3.63773793018164948E1	12	51	6.14981491614157960E-1 / 9.41440627602228908E1
3.63773793018164948E1	12	52	6.15007251848121417E-1 / 9.41412941986362206E1
3.63773793018164948E1	12	53	6.15033221091503179E-1 / 9.41385444452937215E1
3.63773793018164948E1	12	54	6.15059390604317890E-1 / 9.41358143509889977E1
3.63773793018164948E1	12	55	6.15085751645048795E-1 / 9.41331047661775777E1
3.63773793018164948E1	12	56	6.15112295470679893E-1 / 9.41304165409770732E1
3.63773793018164948E1	12	57	6.15139013336729246E-1 / 9.41277505251676061E1
3.63773793018164948E1	12	58	6.15165896497284059E-1 / 9.41251075681926253E1
3.63773793018164948E1	12	59	6.15192936205036744E-1 / 9.41224885191596528E1
3.63773793018164948E1	12	60	6.15220123711323374E-1 / 9.41198942268416161E1
3.63773793018164948E1	12	61	6.15247450266161700E-1 / 9.41173255396781094E1
3.63773793018164948E1	12	62	6.15274907118291381E-1 / 9.41147833057771876E1
3.63773793018164948E1	12	63	6.15302485515216713E-1 / 9.41122683729172493E1
3.63773793018164948E1	12	64	6.15330176703248544E-1 / 9.41097815885490796E1
3.63773793018164948E1	12	65	6.15357971927548597E-1 / 9.41073237997983902E1
3.63773793018164948E1	12	66	6.15385862432176278E-1 / 9.41048958534683067E1
3.63773793018164948E1	12	67	6.15413839460134060E-1 / 9.41024985960422988E1
3.63773793018164948E1	12	68	6.15441894253416688E-1 / 9.41001328736873610E1
3.63773793018164948E1	12	69	6.15470018053060741E-1 / 9.40977995322572269E1
3.63773793018164948E1	12	70	6.15498202099195879E-1 / 9.40954994172960824E1
3.63773793018164948E1	12	71	6.15526437631095646E-1 / 9.40932333740423488E1
3.63773793018164948E1	12	72	6.15554715887233250E-1 / 9.40910022474328045E1
3.63773793018164948E1	12	73	6.15583028105334762E-1 / 9.40888068821068124E1
3.63773793018164948E1	12	74	6.15611365522436493E-1 / 9.40866481224109918E1
3.63773793018164948E1	12	75	6.15639719374941841E-1 / 9.40845268124039436E1
3.63773793018164948E1	12	76	6.15668080898680437E-1 / 9.40824437958613480E1
3.63773793018164948E1	12	77	6.15696441328968636E-1 / 9.40803999162811344E1
3.63773793018164948E1	12	78	6.15724791900670620E-1 / 9.40783960168891653E1
3.63773793018164948E1	12	79	6.15753123848261730E-1 / 9.40764329406447963E1
3.63773793018164948E1	12	80	6.15781428405892228E-1 / 9.40745115302470936E1
3.63773793018164948E1	12	81	6.15809696807453122E-1 / 9.40726326281408731E1
3.63773793018164948E1	12	82	6.15837920286642770E-1 / 9.40707970765232915E1
3.63773793018164948E1	12	83	6.15866090077035189E-1 / 9.40690057173505245E1
3.63773793018164948E1	12	84	6.15894197412149857E-1 / 9.40672593923446954E1
3.63773793018164948E1	12	85	6.15922233525521712E-1 / 9.40655589430011041E1
3.63773793018164948E1	12	86	6.15950189650773794E-1 / 9.40639052105956530E1
3.63773793018164948E1	12	87	6.15978057021690173E-1 / 9.40622990361924494E1
3.63773793018164948E1	12	88	6.16005826872292062E-1 / 9.40607412606517990E1
3.63773793018164948E1	12	89	6.16033490436911890E-1 / 9.40592327246382531E1
3.63773793018164948E1	12	90	6.16061038950272355E-1 / 9.40577742686290286E1
3.63773793018164948E1	12	91	6.16088463647563955E-1 / 9.40563667329226760E1
3.63773793018164948E1	12	92	6.16115755764525819E-1 / 9.40550109576477844E1
3.63773793018164948E1	12	93	6.16142906537526436E-1 / 9.40537077827722001E1
3.63773793018164948E1	12	94	6.16169907203646972E-1 / 9.40524580481122641E1
3.63773793018164948E1	12	95	6.16196749000764221E-1 / 9.40512625933424040E1
3.63773793018164948E1	12	96	6.16223423167637208E-1 / 9.40501222580049578E1
3.63773793018164948E1	12	97	6.16249920943992446E-1 / 9.40490378815200856E1
3.63773793018164948E1	12	98	6.16276233570612852E-1 / 9.40480103031961434E1

level	number	indep(index, 1)	PAE_contours[0, 12, ::]
3.63773793018164948E1	13	0	6.15566550826934566E-1 / 9.44611860845603601E1
3.63773793018164948E1	13	1	6.15545666431503857E-1 / 9.44600488144933159E1
3.63773793018164948E1	13	2	6.15524693523545174E-1 / 9.44589033122237254E1
3.63773793018164948E1	13	3	6.15503632419271618E-1 / 9.44577497694407420E1
3.63773793018164948E1	13	4	6.15482488899308766E-1 / 9.44565881061711288E1
3.63773793018164948E1	13	5	6.15461270110539171E-1 / 9.44554181745468746E1
3.63773793018164948E1	13	6	6.15439983200012186E-1 / 9.44542398267276795E1
3.63773793018164948E1	13	7	6.15418635314945561E-1 / 9.44530529149017894E1
3.63773793018164948E1	13	8	6.15397233602729354E-1 / 9.44518572912867249E1
3.63773793018164948E1	13	9	6.15375785210926551E-1 / 9.44506528081302932E1
3.63773793018164948E1	13	10	6.15354297287276442E-1 / 9.44494393177114411E1
3.63773793018164948E1	13	11	6.15332776979697460E-1 / 9.44482166723410721E1
3.63773793018164948E1	13	12	6.15311231436288519E-1 / 9.44469847243632898E1
3.63773793018164948E1	13	13	6.15289667805332119E-1 / 9.44457433261561263E1
3.63773793018164948E1	13	14	6.15268093235297187E-1 / 9.44444923301327499E1
3.63773793018164948E1	13	15	6.15246514874840944E-1 / 9.44432315887425133E1
3.63773793018164948E1	13	16	6.15224939872812104E-1 / 9.44419609544720728E1
3.63773793018164948E1	13	17	6.15203375378253536E-1 / 9.44406802798464895E1
3.63773793018164948E1	13	18	6.15181828540404574E-1 / 9.44393894174304549E1
3.63773793018164948E1	13	19	6.15160306508704302E-1 / 9.44380882198294636E1
3.63773793018164948E1	13	20	6.15138816432793867E-1 / 9.44367765396911452E1
3.63773793018164948E1	13	21	6.15117365462519317E-1 / 9.44354542297064725E1
3.63773793018164948E1	13	22	6.15095960747934800E-1 / 9.44341211426111293E1
3.63773793018164948E1	13	23	6.15074609439305231E-1 / 9.44327771311868247E1
3.63773793018164948E1	13	24	6.15053318687110018E-1 / 9.44314220482627320E1
3.63773793018164948E1	13	25	6.15032095642044041E-1 / 9.44300557467168389E1
3.63773793018164948E1	13	26	6.15010947455022805E-1 / 9.44286780794775105E1
3.63773793018164948E1	13	27	6.14989881277184924E-1 / 9.44272888995248749E1
3.63773793018164948E1	13	28	6.14968904259893900E-1 / 9.44258880598924577E1
3.63773793018164948E1	13	29	6.14948023554743273E-1 / 9.44244754136686204E1
3.63773793018164948E1	13	30	6.14927246313558751E-1 / 9.44230508139982661E1
3.63773793018164948E1	13	31	6.14906579688400878E-1 / 9.44216141140843845E1
3.63773793018164948E1	13	32	6.14886030831569474E-1 / 9.44201651671898290E1
3.63773793018164948E1	13	33	6.14865606895605943E-1 / 9.44187038266388967E1
3.63773793018164948E1	13	34	6.14845315033297801E-1 / 9.44172299458191233E1
3.63773793018164948E1	13	35	6.14825162397680014E-1 / 9.44157433781830235E1
3.63773793018164948E1	13	36	6.14805156142040410E-1 / 9.44142439772499209E1
3.63773793018164948E1	13	37	6.14785303419922968E-1 / 9.44127315966078129E1
3.63773793018164948E1	13	38	6.14765611385129240E-1 / 9.44112060899151651E1
3.63773793018164948E1	13	39	6.14746087191724122E-1 / 9.44096673109028295E1
3.63773793018164948E1	13	40	6.14726737994038253E-1 / 9.44081151133760699E1
3.63773793018164948E1	13	41	6.14707570946672632E-1 / 9.44065493512164444E1
3.63773793018164948E1	13	42	6.14688593204500577E-1 / 9.44049698783838309E1
3.63773793018164948E1	13	43	6.14669811922672871E-1 / 9.44033765489184873E1
3.63773793018164948E1	13	44	6.14651234256620604E-1 / 9.44017692169431655E1
3.63773793018164948E1	13	45	6.14632867362059798E-1 / 9.44001477366651365E1
3.63773793018164948E1	13	46	6.14614718394994242E-1 / 9.43985119623783575E1
3.63773793018164948E1	13	47	6.14596794511719136E-1 / 9.43968617484657457E1
3.63773793018164948E1	13	48	6.14579102868826332E-1 / 9.43951969494012033E1
3.63773793018164948E1	13	49	6.14561650623207001E-1 / 9.43935174197521221E1
3.63773793018164948E1	13	50	6.14544444932055622E-1 / 9.43918230141813375E1
3.63773793018164948E1	13	51	6.14527492952874344E-1 / 9.43901135874497932E1
3.63773793018164948E1	13	52	6.14510801843477150E-1 / 9.43883889944185839E1
3.63773793018164948E1	13	53	6.14494378761993332E-1 / 9.43866490900515309E1
3.63773793018164948E1	13	54	6.14478230866871122E-1 / 9.43848937294175094E1
3.63773793018164948E1	13	55	6.14462365316883474E-1 / 9.43831227676929529E1
3.63773793018164948E1	13	56	6.14446789271130633E-1 / 9.43813360601642692E1
3.63773793018164948E1	13	57	6.14431509889044492E-1 / 9.43795334622304161E1
3.63773793018164948E1	13	58	6.14416534330393471E-1 / 9.43777148294053703E1
3.63773793018164948E1	13	59	6.14401869755286345E-1 / 9.43758800173208456E1
