level	number	indep(index, 1)	GainTransducerContours[0, 0, ::]
1.33468600367363432E1	14	7	4.33150206398605420E-1 / 1.12534264239077397E2
1.33468600367363432E1	14	8	4.32988109102785845E-1 / 1.12546030927528640E2
1.33468600367363432E1	14	9	4.32827540810195366E-1 / 1.12557404841454600E2
1.33468600367363432E1	14	10	4.32668483173788498E-1 / 1.12568390020572795E2
1.33468600367363432E1	14	11	4.32510917933041394E-1 / 1.12578990520521449E2
1.33468600367363432E1	14	12	4.32354826911783352E-1 / 1.12589210412582719E2
1.33468600367363432E1	14	13	4.32200192016042894E-1 / 1.12599053783409286E2
1.33468600367363432E1	14	14	4.32046995231914277E-1 / 1.12608524734753290E2
1.33468600367363432E1	14	15	4.31895218623440336E-1 / 1.12617627383198426E2
1.33468600367363432E1	14	16	4.31744844330514255E-1 / 1.12626365859895028E2
1.33468600367363432E1	14	17	4.31595854566800696E-1 / 1.12634744310297696E2
1.33468600367363432E1	14	18	4.31448231617673805E-1 / 1.12642766893906154E2
1.33468600367363432E1	14	19	4.31301957838177330E-1 / 1.12650437784008739E2
1.33468600367363432E1	14	20	4.31157015651001796E-1 / 1.12657761167428871E2
1.33468600367363432E1	14	21	4.31013387544482907E-1 / 1.12664741244274569E2
1.33468600367363432E1	14	22	4.30871056070619307E-1 / 1.12671382227690442E2
1.33468600367363432E1	14	23	4.30730003843111398E-1 / 1.12677688343613136E2
1.33468600367363432E1	14	24	4.30590213535420219E-1 / 1.12683663830529168E2
1.33468600367363432E1	14	25	4.30451667878847033E-1 / 1.12689312939236030E2
1.33468600367363432E1	14	26	4.30314349660634932E-1 / 1.12694639932605933E2
1.33468600367363432E1	14	27	4.30178241722090604E-1 / 1.12699649085352616E2
1.33468600367363432E1	14	28	4.30043326956729022E-1 / 1.12704344683801105E2
1.33468600367363432E1	14	29	4.29909588308438551E-1 / 1.12708731025660125E2
1.33468600367363432E1	14	30	4.29777008769669155E-1 / 1.12712812419797825E2
1.33468600367363432E1	14	31	4.29645571379642899E-1 / 1.12716593186020031E2
1.33468600367363432E1	14	32	4.29515259222586021E-1 / 1.12720077654851680E2
1.33468600367363432E1	14	33	4.29386055425984914E-1 / 1.12723270167321110E2
1.33468600367363432E1	14	34	4.29257943158863853E-1 / 1.12726175074747270E2
1.33468600367363432E1	14	35	4.29130905630086978E-1 / 1.12728796738529846E2
1.33468600367363432E1	14	36	4.29004926086682392E-1 / 1.12731139529942403E2
1.33468600367363432E1	14	37	4.28879987812191477E-1 / 1.12733207829928417E2
1.33468600367363432E1	14	38	4.28756074125039710E-1 / 1.12735006028900342E2
1.33468600367363432E1	14	39	4.28633168376933149E-1 / 1.12736538526541441E2
1.33468600367363432E1	14	40	4.28511253951278182E-1 / 1.12737809731610850E2
1.33468600367363432E1	14	41	4.28390314261625527E-1 / 1.12738824061751441E2
1.33468600367363432E1	14	42	4.28270332750139016E-1 / 1.12739585943300624E2
1.33468600367363432E1	14	43	4.28151292886088264E-1 / 1.12740099811104333E2
1.33468600367363432E1	14	44	4.28033178164366657E-1 / 1.12740370108333798E2
1.33468600367363432E1	14	45	4.27915972104034203E-1 / 1.12740401286305492E2
1.33468600367363432E1	14	46	4.27799658246884551E-1 / 1.12740197804303799E2
1.33468600367363432E1	14	47	4.27684220156038464E-1 / 1.12739764129407116E2
1.33468600367363432E1	14	48	4.27569641414561463E-1 / 1.12739104736316653E2
1.33468600367363432E1	14	49	4.27455905624107579E-1 / 1.12738224107188256E2
1.33468600367363432E1	14	50	4.27342996403588593E-1 / 1.12737126731467563E2
1.33468600367363432E1	14	51	4.27230897387868147E-1 / 1.12735817105727842E2
1.33468600367363432E1	14	52	4.27119592226483302E-1 / 1.12734299733511167E2
1.33468600367363432E1	14	53	4.27009064582390341E-1 / 1.12732579125172427E2
1.33468600367363432E1	14	54	4.26899298130738103E-1 / 1.12730659797726696E2
1.33468600367363432E1	14	55	4.26790276557665571E-1 / 1.12728546274699282E2
1.33468600367363432E1	14	56	4.26681983559128142E-1 / 1.12726243085979361E2
1.33468600367363432E1	14	57	4.26574402839748501E-1 / 1.12723754767676199E2
1.33468600367363432E1	14	58	4.26467518111694588E-1 / 1.12721085861978976E2
1.33468600367363432E1	14	59	4.26361313093583760E-1 / 1.12718240917019319E2
1.33468600367363432E1	14	60	4.26255771509414672E-1 / 1.12715224486737253E2
1.33468600367363432E1	14	61	4.26150877087524194E-1 / 1.12712041130750107E2
1.33468600367363432E1	14	62	4.26046613559573117E-1 / 1.12708695414224747E2
1.33468600367363432E1	14	63	4.25942964659557344E-1 / 1.12705191907752877E2
1.33468600367363432E1	14	64	4.25839914122846697E-1 / 1.12701535187229518E2
1.33468600367363432E1	14	65	4.25737445685251004E-1 / 1.12697729833734606E2
1.33468600367363432E1	14	66	4.25635543082112200E-1 / 1.12693780433418089E2
1.33468600367363432E1	14	67	4.25534190047425742E-1 / 1.12689691577387885E2
1.33468600367363432E1	14	68	4.25433370312987247E-1 / 1.12685467861601141E2
1.33468600367363432E1	14	69	4.25333067607567816E-1 / 1.12681113886759054E2
1.33468600367363432E1	14	70	4.25233265656116277E-1 / 1.12676634258204444E2
1.33468600367363432E1	14	71	4.25133948178989129E-1 / 1.12672033585823028E2
1.33468600367363432E1	14	72	4.25035098891207586E-1 / 1.12667316483947699E2
1.33468600367363432E1	14	73	4.24936701501743563E-1 / 1.12662487571266268E2
1.33468600367363432E1	14	74	4.24838739712831170E-1 / 1.12657551470732331E2
1.33468600367363432E1	14	75	4.24741197219307853E-1 / 1.12652512809479610E2
1.33468600367363432E1	14	76	4.24644057707982903E-1 / 1.12647376218739659E2
1.33468600367363432E1	14	77	4.24547304857032692E-1 / 1.12642146333762772E2
1.33468600367363432E1	14	78	4.24450922335425318E-1 / 1.12636827793742289E2
1.33468600367363432E1	14	79	4.24354893802372235E-1 / 1.12631425241742367E2
1.33468600367363432E1	14	80	4.24259202906807609E-1 / 1.12625943324629074E2
1.33468600367363432E1	14	81	4.24163833286896885E-1 / 1.12620386693004915E2
1.33468600367363432E1	14	82	4.24068768569571830E-1 / 1.12614760001146719E2
1.33468600367363432E1	14	83	4.23973992370095409E-1 / 1.12609067906947069E2
1.33468600367363432E1	14	84	4.23879488291652606E-1 / 1.12603315071859011E2
1.33468600367363432E1	14	85	4.23785239924971613E-1 / 1.12597506160844496E2
1.33468600367363432E1	14	86	4.23691230847971489E-1 / 1.12591645842326038E2
1.33468600367363432E1	14	87	4.23597444625438957E-1 / 1.12585738788141931E2
1.33468600367363432E1	14	88	4.23503864808733610E-1 / 1.12579789673505126E2
1.33468600367363432E1	14	89	4.23410474935519776E-1 / 1.12573803176965415E2
1.33468600367363432E1	14	90	4.23317258529529461E-1 / 1.12567783980375435E2
1.33468600367363432E1	14	91	4.23224199100350429E-1 / 1.12561736768859832E2
1.33468600367363432E1	14	92	4.23131280143245192E-1 / 1.12555666230788343E2
1.33468600367363432E1	14	93	4.23038485138997267E-1 / 1.12549577057752392E2
1.33468600367363432E1	14	94	4.22945797553785674E-1 / 1.12543473944545092E2
1.33468600367363432E1	14	95	4.22853200839088572E-1 / 1.12537361589145224E2
1.33468600367363432E1	14	96	4.22760678431614068E-1 / 1.12531244692704435E2
1.33468600367363432E1	14	97	4.22668213753261490E-1 / 1.12525127959538374E2
1.33468600367363432E1	14	98	4.22575790211109314E-1 / 1.12519016097121516E2
level	number	indep(index, 1)	GainTransducerContours[0, 14, ::]
1.33468600367363432E1	15	0	4.36521023607628500E-1 / 1.12234431321432249E2
1.33468600367363432E1	15	1	4.36331928668314006E-1 / 1.12253578131413834E2
1.33468600367363432E1	15	2	4.36143785504352799E-1 / 1.12272395581350781E2
1.33468600367363432E1	15	3	4.35956660353727177E-1 / 1.12290875119808575E2
1.33468600367363432E1	15	4	4.35770619420049066E-1 / 1.12309008173809688E2
1.33468600367363432E1	15	5	4.35585728876286193E-1 / 1.12326786149522517E2
1.33468600367363432E1	15	6	4.35402054868592092E-1 / 1.12344200432978614E2
1.33468600367363432E1	15	7	4.35219663520239930E-1 / 1.12361242390818172E2
1.33468600367363432E1	15	8	4.35038620935661324E-1 / 1.12377903371063947E2
1.33468600367363432E1	15	9	4.34858993204588806E-1 / 1.12394174703923566E2
1.33468600367363432E1	15	10	4.34680846406304333E-1 / 1.12410047702620863E2
1.33468600367363432E1	15	11	4.34329259899189157E-1 / 1.12440563870694299E2
level	number	indep(index, 1)	GainTransducerContours[0, 15, ::]
1.33468600367363432E1	16	0	4.48667416341119285E-1 / 1.10032216523033566E2
1.33468600367363432E1	16	1	4.48713093108791661E-1 / 1.10046881020361353E2
1.33468600367363432E1	16	2	4.48754078471729745E-1 / 1.10061836175101369E2
1.33468600367363432E1	16	3	4.48790307324371174E-1 / 1.10077086371944510E2
1.33468600367363432E1	16	4	4.48821714631814928E-1 / 1.10092636021716817E2
1.33468600367363432E1	16	5	4.48848235431676290E-1 / 1.10108489562267042E2
1.33468600367363432E1	16	6	4.48869804835978403E-1 / 1.10124651459370870E2
1.33468600367363432E1	16	7	4.48886358033083432E-1 / 1.10141126207651152E2
1.33468600367363432E1	16	8	4.48897830289664324E-1 / 1.10157918331515381E2
1.33468600367363432E1	16	9	4.48904156952715994E-1 / 1.10175032386109684E2
1.33468600367363432E1	16	10	4.48905273451608622E-1 / 1.10192472958290821E2
1.33468600367363432E1	16	11	4.48901138260546162E-1 / 1.10210242757182830E2
1.33468600367363432E1	16	12	4.48891801743955021E-1 / 1.10228336876160138E2
1.33468600367363432E1	16	13	4.48877337208977778E-1 / 1.10246748510594417E2
1.33468600367363432E1	16	14	4.48857817932854974E-1 / 1.10265470865174020E2
1.33468600367363432E1	16	15	4.48833317159926004E-1 / 1.10284497152629646E2
1.33468600367363432E1	16	16	4.48803908098690929E-1 / 1.10303820592483093E2
1.33468600367363432E1	16	17	4.48769663918936601E-1 / 1.10323434409819865E2
1.33468600367363432E1	16	18	4.48730657748921224E-1 / 1.10343331834084624E2
1.33468600367363432E1	16	19	4.48686962672622069E-1 / 1.10363506097899533E2
1.33468600367363432E1	16	20	4.48638651727042514E-1 / 1.10383950435905165E2
1.33468600367363432E1	16	21	4.48585797899579752E-1 / 1.10404658083623453E2
1.33468600367363432E1	16	22	4.48528474125452448E-1 / 1.10425622276343005E2
1.33468600367363432E1	16	23	4.48466753285188169E-1 / 1.10446836248025848E2
1.33468600367363432E1	16	24	4.48400708202171039E-1 / 1.10468293230235837E2
1.33468600367363432E1	16	25	4.48330411640247206E-1 / 1.10489986451088673E2
1.33468600367363432E1	16	26	4.48255936301391333E-1 / 1.10511909134222508E2
1.33468600367363432E1	16	27	4.48177354823432950E-1 / 1.10534054497790168E2
1.33468600367363432E1	16	28	4.48094739777838846E-1 / 1.10556415753471637E2
1.33468600367363432E1	16	29	4.48008163667558534E-1 / 1.10578986105507493E2
1.33468600367363432E1	16	30	4.47917698924927521E-1 / 1.10601758749752821E2
1.33468600367363432E1	16	31	4.47823417909628851E-1 / 1.10624726872751356E2
1.33468600367363432E1	16	32	4.47725392906716202E-1 / 1.10647883650830003E2
1.33468600367363432E1	16	33	4.47623696124695147E-1 / 1.10671222249213486E2
1.33468600367363432E1	16	34	4.47518399693665181E-1 / 1.10694735821158985E2
1.33468600367363432E1	16	35	4.47409575663521597E-1 / 1.10718417507110756E2
1.33468600367363432E1	16	36	4.47297296002217148E-1 / 1.10742260433874584E2
1.33468600367363432E1	16	37	4.47181632594084810E-1 / 1.10766257713812211E2
1.33468600367363432E1	16	38	4.47062657238221473E-1 / 1.10790402444055358E2
1.33468600367363432E1	16	39	4.46940441646932118E-1 / 1.10814687705739390E2
1.33468600367363432E1	16	40	4.46815057444236263E-1 / 1.10839106563256928E2
1.33468600367363432E1	16	41	4.46686576164436033E-1 / 1.10863652063530749E2
1.33468600367363432E1	16	42	4.46555069250746506E-1 / 1.10888317235306699E2
1.33468600367363432E1	16	43	4.46420608053988577E-1 / 1.10913095088465874E2
1.33468600367363432E1	16	44	4.46283263831345511E-1 / 1.10937978613356480E2
1.33468600367363432E1	16	45	4.46143107745182821E-1 / 1.10962960780145625E2
1.33468600367363432E1	16	46	4.46000210861932267E-1 / 1.10988034538190194E2
1.33468600367363432E1	16	47	4.45854644151040791E-1 / 1.11013192815427941E2
1.33468600367363432E1	16	48	4.45706478483984281E-1 / 1.11038428517787802E2
1.33468600367363432E1	16	49	4.45555784633347596E-1 / 1.11063734528620284E2
1.33468600367363432E1	16	50	4.45402633271970405E-1 / 1.11089103708147374E2
1.33468600367363432E1	16	51	4.45247094972160884E-1 / 1.11114528892932363E2
1.33468600367363432E1	16	52	4.45089240204975578E-1 / 1.11140002895369605E2
1.33468600367363432E1	16	53	4.44929139339569257E-1 / 1.11165518503194183E2
1.33468600367363432E1	16	54	4.44766862642612271E-1 / 1.11191068479011479E2
1.33468600367363432E1	16	55	4.44602480277777889E-1 / 1.11216645559847116E2
1.33468600367363432E1	16	56	4.44436062305300617E-1 / 1.11242242456716722E2
1.33468600367363432E1	16	57	4.44267678681603773E-1 / 1.11267851854216371E2
1.33468600367363432E1	16	58	4.44097399259001158E-1 / 1.11293466410133068E2
1.33468600367363432E1	16	59	4.43925293785468611E-1 / 1.11319078755075873E2
1.33468600367363432E1	16	60	4.43751431904490623E-1 / 1.11344681492127617E2
1.33468600367363432E1	16	61	4.43575883154980222E-1 / 1.11370267196517325E2
1.33468600367363432E1	16	62	4.43398716971272666E-1 / 1.11395828415313258E2
1.33468600367363432E1	16	63	4.43220002683196856E-1 / 1.11421357667137344E2
1.33468600367363432E1	16	64	4.43039809516220195E-1 / 1.11446847441900188E2
1.33468600367363432E1	16	65	4.42858206591672676E-1 / 1.11472290200557578E2
1.33468600367363432E1	16	66	4.42675262927047797E-1 / 1.11497678374888420E2
1.33468600367363432E1	16	67	4.42491047436382789E-1 / 1.11523004367293810E2
1.33468600367363432E1	16	68	4.42305628930717099E-1 / 1.11548260550618150E2
1.33468600367363432E1	16	69	4.42119076118633014E-1 / 1.11573439267991703E2
1.33468600367363432E1	16	70	4.41931457606875533E-1 / 1.11598532832695407E2
1.33468600367363432E1	16	71	4.41742841901055971E-1 / 1.11623533528047547E2
1.33468600367363432E1	16	72	4.41553297406436496E-1 / 1.11648433607312869E2
1.33468600367363432E1	16	73	4.41362892428800091E-1 / 1.11673225293633793E2
1.33468600367363432E1	16	74	4.41171695175403489E-1 / 1.11697900779984893E2
1.33468600367363432E1	16	75	4.40979773756016868E-1 / 1.11722452229149205E2
1.33468600367363432E1	16	76	4.40787196184047847E-1 / 1.11746871773718404E2
1.33468600367363432E1	16	77	4.40594030377754642E-1 / 1.11771151516115408E2
1.33468600367363432E1	16	78	4.40400344161544233E-1 / 1.11795283528640699E2
1.33468600367363432E1	16	79	4.40206205267362005E-1 / 1.11819259853541775E2
1.33468600367363432E1	16	80	4.40011681336168881E-1 / 1.11843072503106589E2
1.33468600367363432E1	16	81	4.39816839919509128E-1 / 1.11866713459780653E2
1.33468600367363432E1	16	82	4.39621748481169661E-1 / 1.11890174676307996E2
1.33468600367363432E1	16	83	4.39426474398929745E-1 / 1.11913448075896826E2
1.33468600367363432E1	16	84	4.39231084966405572E-1 / 1.11936525552408983E2
1.33468600367363432E1	16	85	4.39035647394985684E-1 / 1.11959398970574364E2
1.33468600367363432E1	16	86	4.38840228815862332E-1 / 1.11982060166230157E2
1.33468600367363432E1	16	87	4.38644896282156171E-1 / 1.12004500946584717E2
1.33468600367363432E1	16	88	4.38449716771137776E-1 / 1.12026713090506846E2
1.33468600367363432E1	16	89	4.38254757186544719E-1 / 1.12048688348840475E2
1.33468600367363432E1	16	90	4.38060084360995283E-1 / 1.12070418444744591E2
1.33468600367363432E1	16	91	4.37865765058500855E-1 / 1.12091895074059211E2
1.33468600367363432E1	16	92	4.37671865977074948E-1 / 1.12113109905697028E2
1.33468600367363432E1	16	93	4.37478453751442942E-1 / 1.12134054582061382E2
1.33468600367363432E1	16	94	4.37285594955849355E-1 / 1.12154720719490286E2
1.33468600367363432E1	16	95	4.37093356106967157E-1 / 1.12175099908727183E2
1.33468600367363432E1	16	96	4.36901803666905675E-1 / 1.12195183715418167E2
1.33468600367363432E1	16	97	4.36711004046321261E-1 / 1.12214963680636193E2
1.33468600367363432E1	16	98	4.36521023607628500E-1 / 1.12234431321432249E2
level	number	indep(index, 1)	GainTransducerContours[0, 16, ::]
1.33468600367363432E1	17	0	4.32132013118730729E-1 / 1.09348731360954021E2
1.33468600367363432E1	17	1	4.32317380798899631E-1 / 1.09354236204753152E2
1.33468600367363432E1	17	2	4.32504077358311889E-1 / 1.09359699564197999E2
1.33468600367363432E1	17	3	4.32692109759092247E-1 / 1.09365116688662001E2
1.33468600367363432E1	17	4	4.32881484950505424E-1 / 1.09370482836247751E2
1.33468600367363432E1	17	5	4.33072209869261648E-1 / 1.09375793273922683E2
1.33468600367363432E1	17	6	4.33264291439851412E-1 / 1.09381043277655854E2
1.33468600367363432E1	17	7	4.33457736574909624E-1 / 1.09386228132555252E2
1.33468600367363432E1	17	8	4.33652552175608808E-1 / 1.09391343133005892E2
1.33468600367363432E1	17	9	4.33848732750141508E-1 / 1.09396385044239008E2
1.33468600367363432E1	17	10	4.34046223276025245E-1 / 1.09401356482575762E2
1.33468600367363432E1	17	11	4.34244956359443623E-1 / 1.09406261523782677E2
1.33468600367363432E1	17	12	4.34444864618790128E-1 / 1.09411104240393620E2
1.33468600367363432E1	17	13	4.34645880684329011E-1 / 1.09415888701503872E2
1.33468600367363432E1	17	14	4.34847937197879997E-1 / 1.09420618972577377E2
1.33468600367363432E1	17	15	4.35050966812522244E-1 / 1.09425299115267660E2
1.33468600367363432E1	17	16	4.35254902192321502E-1 / 1.09429933187251538E2
1.33468600367363432E1	17	17	4.35459676012078312E-1 / 1.09434525242076353E2
1.33468600367363432E1	17	18	4.35665220957096899E-1 / 1.09439079329020039E2
1.33468600367363432E1	17	19	4.35871469722977078E-1 / 1.09443599492964427E2
1.33468600367363432E1	17	20	4.36078355015425778E-1 / 1.09448089774281487E2
1.33468600367363432E1	17	21	4.36285809550091930E-1 / 1.09452554208732389E2
1.33468600367363432E1	17	22	4.36493766052421872E-1 / 1.09456996827379616E2
1.33468600367363432E1	17	23	4.36702157257535983E-1 / 1.09461421656511559E2
1.33468600367363432E1	17	24	4.36910915910127340E-1 / 1.09465832717580036E2
1.33468600367363432E1	17	25	4.37119974764381602E-1 / 1.09470234027150548E2
1.33468600367363432E1	17	26	4.37329266583918130E-1 / 1.09474629596864803E2
1.33468600367363432E1	17	27	4.37538724141752411E-1 / 1.09479023433415845E2
1.33468600367363432E1	17	28	4.37748280220281227E-1 / 1.09483419538535931E2
1.33468600367363432E1	17	29	4.37957867611286300E-1 / 1.09487821908996108E2
1.33468600367363432E1	17	30	4.38167419115962531E-1 / 1.09492234536618804E2
1.33468600367363432E1	17	31	4.38376867544965165E-1 / 1.09496661408302098E2
1.33468600367363432E1	17	32	4.38586145718479692E-1 / 1.09501106506056378E2
1.33468600367363432E1	17	33	4.38795186466311193E-1 / 1.09505573807053036E2
1.33468600367363432E1	17	34	4.39003922627997945E-1 / 1.09510067283685109E2
1.33468600367363432E1	17	35	4.39212287052943307E-1 / 1.09514590903639975E2
1.33468600367363432E1	17	36	4.39420212600569915E-1 / 1.09519148629983776E2
1.33468600367363432E1	17	37	4.39627632140495805E-1 / 1.09523744421257718E2
1.33468600367363432E1	17	38	4.39834478552730790E-1 / 1.09528382231586163E2
1.33468600367363432E1	17	39	4.40040684727893794E-1 / 1.09533066010796309E2
1.33468600367363432E1	17	40	4.40246183567452931E-1 / 1.09537799704549488E2
1.33468600367363432E1	17	41	4.40450907983984585E-1 / 1.09542587254484092E2
1.33468600367363432E1	17	42	4.40654790901455051E-1 / 1.09547432598369854E2
1.33468600367363432E1	17	43	4.40857765255523493E-1 / 1.09552339670273735E2
1.33468600367363432E1	17	44	4.41059763993864884E-1 / 1.09557312400737139E2
1.33468600367363432E1	17	45	4.41260720076515600E-1 / 1.09562354716964316E2
1.33468600367363432E1	17	46	4.41460566476238458E-1 / 1.09567470543022227E2
1.33468600367363432E1	17	47	4.41659236178910763E-1 / 1.09572663800051551E2
1.33468600367363432E1	17	48	4.41856662183932070E-1 / 1.09577938406488906E2
1.33468600367363432E1	17	49	4.42052777504654681E-1 / 1.09583298278300223E2
1.33468600367363432E1	17	50	4.42247515168833694E-1 / 1.09588747329225056E2
1.33468600367363432E1	17	51	4.42440808219099857E-1 / 1.09594289471032380E2
1.33468600367363432E1	17	52	4.42632589713452962E-1 / 1.09599928613786757E2
1.33468600367363432E1	17	53	4.42822792725776893E-1 / 1.09605668666126177E2
1.33468600367363432E1	17	54	4.43011350346376176E-1 / 1.09611513535550475E2
1.33468600367363432E1	17	55	4.43198195682534024E-1 / 1.09617467128720714E2
1.33468600367363432E1	17	56	4.43383261859091693E-1 / 1.09623533351769642E2
1.33468600367363432E1	17	57	4.43566482019049779E-1 / 1.09629716110622910E2
1.33468600367363432E1	17	58	4.43747789324191810E-1 / 1.09636019311331245E2
1.33468600367363432E1	17	59	4.43927116955727996E-1 / 1.09642446860413600E2
1.33468600367363432E1	17	60	4.44104398114962606E-1 / 1.09649002665210871E2
1.33468600367363432E1	17	61	4.44279566023982575E-1 / 1.09655690634250869E2
1.33468600367363432E1	17	62	4.44452553926368754E-1 / 1.09662514677623824E2
1.33468600367363432E1	17	63	4.44623295087928128E-1 / 1.09669478707368961E2
1.33468600367363432E1	17	64	4.44791722797450184E-1 / 1.09676586637872009E2
1.33468600367363432E1	17	65	4.44957770367484340E-1 / 1.09683842386273289E2
1.33468600367363432E1	17	66	4.45121371135141430E-1 / 1.09691249872887164E2
1.33468600367363432E1	17	67	4.45282458462915987E-1 / 1.09698813021632047E2
1.33468600367363432E1	17	68	4.45440965739534001E-1 / 1.09706535760471513E2
1.33468600367363432E1	17	69	4.45596826380821742E-1 / 1.09714422021866542E2
1.33468600367363432E1	17	70	4.45749973830598734E-1 / 1.09722475743238612E2
1.33468600367363432E1	17	71	4.45900341561595148E-1 / 1.09730700867443831E2
1.33468600367363432E1	17	72	4.46047863076390794E-1 / 1.09739101343258438E2
1.33468600367363432E1	17	73	4.46192471908380472E-1 / 1.09747681125875363E2
1.33468600367363432E1	17	74	4.46334101622761548E-1 / 1.09756444177411794E2
1.33468600367363432E1	17	75	4.46472685817547355E-1 / 1.09765394467428412E2
1.33468600367363432E1	17	76	4.46608158124604682E-1 / 1.09774535973459808E2
1.33468600367363432E1	17	77	4.46740452210716121E-1 / 1.09783872681556360E2
1.33468600367363432E1	17	78	4.46869501778667466E-1 / 1.09793408586837593E2
1.33468600367363432E1	17	79	4.46995240568362018E-1 / 1.09803147694057235E2
1.33468600367363432E1	17	80	4.47117602357958255E-1 / 1.09813094018179935E2
1.33468600367363432E1	17	81	4.47236520965036277E-1 / 1.09823251584969794E2
1.33468600367363432E1	17	82	4.47351930247788321E-1 / 1.09833624431590793E2
1.33468600367363432E1	17	83	4.47463764106239203E-1 / 1.09844216607219236E2
1.33468600367363432E1	17	84	4.47571956483489330E-1 / 1.09855032173668388E2
1.33468600367363432E1	17	85	4.47676441366990474E-1 / 1.09866075206025293E2
1.33468600367363432E1	17	86	4.47777152789845445E-1 / 1.09877349793300039E2
1.33468600367363432E1	17	87	4.47874024832138407E-1 / 1.09888860039087577E2
1.33468600367363432E1	17	88	4.47966991622292809E-1 / 1.09900610062242277E2
1.33468600367363432E1	17	89	4.48055987338459882E-1 / 1.09912603997565039E2
1.33468600367363432E1	17	90	4.48140946209934743E-1 / 1.09924845996503917E2
1.33468600367363432E1	17	91	4.48221802518604751E-1 / 1.09937340227867297E2
1.33468600367363432E1	17	92	4.48298490600427613E-1 / 1.09950090878551032E2
1.33468600367363432E1	17	93	4.48370944846940134E-1 / 1.09963102154278625E2
1.33468600367363432E1	17	94	4.48439099706800093E-1 / 1.09976378280355425E2
1.33468600367363432E1	17	95	4.48502889687359030E-1 / 1.09989923502436682E2
1.33468600367363432E1	17	96	4.48562249356268783E-1 / 1.10003742087309608E2
1.33468600367363432E1	17	97	4.48617113343120444E-1 / 1.10017838323690031E2
1.33468600367363432E1	17	98	4.48667416341119285E-1 / 1.10032216523033566E2
level	number	indep(index, 1)	GainTransducerContours[0, 17, ::]
1.33468600367363432E1	18	0	4.19253125368860680E-1 / 1.09401527503571794E2
1.33468600367363432E1	18	1	4.19342561888318155E-1 / 1.09387288567560814E2
1.33468600367363432E1	18	2	4.19432736115937388E-1 / 1.09373439345953072E2
1.33468600367363432E1	18	3	4.19523637617128475E-1 / 1.09359986561882350E2
1.33468600367363432E1	18	4	4.19615255969137113E-1 / 1.09346936927334815E2
1.33468600367363432E1	18	5	4.19707580764545085E-1 / 1.09334297143141201E2
1.33468600367363432E1	18	6	4.19800601614824931E-1 / 1.09322073898972461E2
1.33468600367363432E1	18	7	4.19894310738471432E-1 / 1.09310271907804224E2
1.33468600367363432E1	18	8	4.19988710741109461E-1 / 1.09298888013409234E2
1.33468600367363432E1	18	9	4.20083806902808110E-1 / 1.09287917094144871E2
1.33468600367363432E1	18	10	4.20179604596949297E-1 / 1.09277354029543661E2
1.33468600367363432E1	18	11	4.20276109287610034E-1 / 1.09267193700346144E2
1.33468600367363432E1	18	12	4.20373326526976143E-1 / 1.09257430988534443E2
1.33468600367363432E1	18	13	4.20471261952790076E-1 / 1.09248060777365796E2
1.33468600367363432E1	18	14	4.20569921285829018E-1 / 1.09239077951406660E2
1.33468600367363432E1	18	15	4.20669310327417456E-1 / 1.09230477396567127E2
1.33468600367363432E1	18	16	4.20769434956970478E-1 / 1.09222254000135788E2
1.33468600367363432E1	18	17	4.20870301129571001E-1 / 1.09214402650815279E2
1.33468600367363432E1	18	18	4.20971914873578168E-1 / 1.09206918238758166E2
1.33468600367363432E1	18	19	4.21074282288269242E-1 / 1.09199795655603671E2
1.33468600367363432E1	18	20	4.21177409541512748E-1 / 1.09193029794514906E2
1.33468600367363432E1	18	21	4.21281302867475649E-1 / 1.09186615550217025E2
1.33468600367363432E1	18	22	4.21385968564360791E-1 / 1.09180547819035900E2
1.33468600367363432E1	18	23	4.21491412992179093E-1 / 1.09174821498937935E2
1.33468600367363432E1	18	24	4.21597642570552189E-1 / 1.09169431489570301E2
1.33468600367363432E1	18	25	4.21704663776548738E-1 / 1.09164372692302547E2
1.33468600367363432E1	18	26	4.21812483142552441E-1 / 1.09159640010268699E2
1.33468600367363432E1	18	27	4.21921107254163186E-1 / 1.09155228348410804E2
1.33468600367363432E1	18	28	4.22030542748129278E-1 / 1.09151132613522939E2
1.33468600367363432E1	18	29	4.22140796310313604E-1 / 1.09147347714296750E2
1.33468600367363432E1	18	30	4.22251874673691674E-1 / 1.09143868561367774E2
1.33468600367363432E1	18	31	4.22363784616380666E-1 / 1.09140690067362955E2
1.33468600367363432E1	18	32	4.22476532959703466E-1 / 1.09137807146949362E2
1.33468600367363432E1	18	33	4.22590126566282720E-1 / 1.09135214716883877E2
1.33468600367363432E1	18	34	4.22704572338168383E-1 / 1.09132907696064319E2
1.33468600367363432E1	18	35	4.22819877214997941E-1 / 1.09130881005581548E2
1.33468600367363432E1	18	36	4.22936048172187462E-1 / 1.09129129568773076E2
1.33468600367363432E1	18	37	4.23053092219157101E-1 / 1.09127648311277547E2
1.33468600367363432E1	18	38	4.23171016397587341E-1 / 1.09126432161090903E2
1.33468600367363432E1	18	39	4.23289827779707828E-1 / 1.09125476048623682E2
1.33468600367363432E1	18	40	4.23409533466619781E-1 / 1.09124774906759514E2
1.33468600367363432E1	18	41	4.23530140586648418E-1 / 1.09124323670915158E2
1.33468600367363432E1	18	42	4.23651656293730383E-1 / 1.09124117279101673E2
1.33468600367363432E1	18	43	4.23774087765831542E-1 / 1.09124150671987286E2
