level	number	indep(index, 1)	GainTransducerContours[0, 0, ::]
1.39999999999999991E1	14	84	8.92452201162545755E-1 / 9.32310967585425665E1
1.39999999999999991E1	14	85	8.92375582305744253E-1 / 9.32096688100612347E1
1.39999999999999991E1	14	86	8.92299005243727450E-1 / 9.31881838835887955E1
1.39999999999999991E1	14	87	8.92222469153744768E-1 / 9.31666395088407207E1
1.39999999999999991E1	14	88	8.92145973273383142E-1 / 9.31450332145751858E1
1.39999999999999991E1	14	89	8.92069516900974868E-1 / 9.31233625285968003E1
1.39999999999999991E1	14	90	8.91993099396023936E-1 / 9.31016249777602845E1
1.39999999999999991E1	14	91	8.91916720179646205E-1 / 9.30798180879741643E1
1.39999999999999991E1	14	92	8.91840378735027883E-1 / 9.30579393842046088E1
1.39999999999999991E1	14	93	8.91764074607901236E-1 / 9.30359863904791240E1
1.39999999999999991E1	14	94	8.91687807407035216E-1 / 9.30139566298905507E1
1.39999999999999991E1	14	95	8.91611576804743500E-1 / 9.29918476246007941E1
1.39999999999999991E1	14	96	8.91535382537409760E-1 / 9.29696568958449632E1
1.39999999999999991E1	14	97	8.91459224406028916E-1 / 9.29473819639353316E1
1.39999999999999991E1	14	98	8.91383102276764028E-1 / 9.29250203482654591E1

level	number	indep(index, 1)	GainTransducerContours[1, 14, ::]
1.39999999999999991E1	15	0	9.13354886560544443E-1 / 9.90555312719895653E1
1.39999999999999991E1	15	1	9.13108733309437781E-1 / 9.89928463938892378E1
1.39999999999999991E1	15	2	9.12865963422019178E-1 / 9.89307516247433583E1
1.39999999999999991E1	15	3	9.12626525433471514E-1 / 9.88692432201482418E1
1.39999999999999991E1	15	4	9.12390368478078884E-1 / 9.88083174092022709E1
1.39999999999999991E1	15	5	9.12157442283076314E-1 / 9.87479703949874121E1
1.39999999999999991E1	15	6	9.11927697162497708E-1 / 9.86881983550438235E1
1.39999999999999991E1	15	7	9.11701084011027341E-1 / 9.86289974418378357E1
1.39999999999999991E1	15	8	9.11477554297852421E-1 / 9.85703637832231649E1
1.39999999999999991E1	15	9	9.11257060060520274E-1 / 9.85122934828954122E1
1.39999999999999991E1	15	10	9.11039553898802090E-1 / 9.84547826208399890E1
1.39999999999999991E1	15	11	9.10824988968563609E-1 / 9.83978272537734000E1
1.39999999999999991E1	15	12	9.10613318975643971E-1 / 9.83414234155778288E1
1.39999999999999991E1	15	13	9.10404498169745402E-1 / 9.82855671177293999E1
1.39999999999999991E1	15	14	9.10198481338334453E-1 / 9.82302543497197966E1
1.39999999999999991E1	15	15	9.09995223800556907E-1 / 9.81754810794714849E1
1.39999999999999991E1	15	16	9.09794681401164951E-1 / 9.81212432537464885E1
1.39999999999999991E1	15	17	9.09596810504461750E-1 / 9.80675367985488222E1
1.39999999999999991E1	15	18	9.09401567988263615E-1 / 9.80143576195206023E1
1.39999999999999991E1	15	19	9.09208911237878858E-1 / 9.79617016023319565E1
1.39999999999999991E1	15	20	9.09018798140105311E-1 / 9.79095646130645925E1
1.39999999999999991E1	15	21	9.08831187077251457E-1 / 9.78579424985892210E1
1.39999999999999991E1	15	22	9.08646036921178002E-1 / 9.78068310869370450E1
1.39999999999999991E1	15	23	9.08463307027359512E-1 / 9.77562261876649252E1
1.39999999999999991E1	15	24	9.08282957228977139E-1 / 9.77061235922146309E1
1.39999999999999991E1	15	25	9.08104947831030174E-1 / 9.76565190742662637E1
1.39999999999999991E1	15	26	9.07929239604475846E-1 / 9.76074083900855349E1
1.39999999999999991E1	15	27	9.07755793780398967E-1 / 9.75587872788654842E1
1.39999999999999991E1	15	28	9.07584572044207327E-1 / 9.75106514630620680E1
1.39999999999999991E1	15	29	9.07415536529857469E-1 / 9.74629966487243315E1
1.39999999999999991E1	15	30	9.07248649814111552E-1 / 9.74158185258187004E1
1.39999999999999991E1	15	31	9.07083874910826538E-1 / 9.73691127685477831E1
1.39999999999999991E1	15	32	9.06921175265272161E-1 / 9.73228750356634364E1
1.39999999999999991E1	15	33	9.06760514748487978E-1 / 9.72771009707745726E1
1.39999999999999991E1	15	34	9.06601857651669363E-1 / 9.72317862026492108E1
1.39999999999999991E1	15	35	9.06445168680593483E-1 / 9.71869263455114840E1
1.39999999999999991E1	15	36	9.06290412950077418E-1 / 9.71425169993330684E1
1.39999999999999991E1	15	37	9.06137555978475717E-1 / 9.70985537501194074E1
1.39999999999999991E1	15	38	9.05986563682215795E-1 / 9.70550321701907492E1
1.39999999999999991E1	15	39	9.05837402370371159E-1 / 9.70119478184579975E1
1.39999999999999991E1	15	40	9.05690038739274073E-1 / 9.69692962406936232E1
1.39999999999999991E1	15	41	9.05544439867168549E-1 / 9.69270729697972300E1
1.39999999999999991E1	15	42	9.05400573208906678E-1 / 9.68852735260564479E1
1.39999999999999991E1	15	43	9.05258406590681730E-1 / 9.68438934174027466E1
1.39999999999999991E1	15	44	9.05117908204809929E-1 / 9.68029281396623986E1
1.39999999999999991E1	15	45	9.04979046604550064E-1 / 9.67623731768028073E1
1.39999999999999991E1	15	46	9.04841790698969817E-1 / 9.67222240011738776E1
1.39999999999999991E1	15	47	9.04706109747857745E-1 / 9.66824760737447519E1
1.39999999999999991E1	15	48	9.04571973356677184E-1 / 9.66431248443361035E1
1.39999999999999991E1	15	49	9.04439351471568997E-1 / 9.66041657518475816E1
1.39999999999999991E1	15	50	9.04308214374399277E-1 / 9.65655942244809751E1
1.39999999999999991E1	15	51	9.04178532677855351E-1 / 9.65274056799588287E1
1.39999999999999991E1	15	52	9.04050277320588691E-1 / 9.64895955257386895E1
1.39999999999999991E1	15	53	9.03923419562406494E-1 / 9.64521591592229477E1
1.39999999999999991E1	15	54	9.03797930979512110E-1 / 9.64150919679644502E1
1.39999999999999991E1	15	55	9.03673783459795743E-1 / 9.63783893298679217E1
1.39999999999999991E1	15	56	9.03550949198173825E-1 / 9.63420466133871756E1
1.39999999999999991E1	15	57	9.03429400691980256E-1 / 9.63060591777180619E1
1.39999999999999991E1	15	58	9.03309110736407916E-1 / 9.62704223729877029E1
1.39999999999999991E1	15	59	9.03190052420001876E-1 / 9.62351315404392871E1
1.39999999999999991E1	15	60	9.03072199120206420E-1 / 9.62001820126132401E1
1.39999999999999991E1	15	61	9.02955524498960571E-1 / 9.61655691135243451E1
1.39999999999999991E1	15	62	9.02840002498352234E-1 / 9.61312881588349200E1
1.39999999999999991E1	15	63	9.02725607336319413E-1 / 9.60973344560244591E1
1.39999999999999991E1	15	64	9.02612313502412889E-1 / 9.60637033045551725E1
1.39999999999999991E1	15	65	9.02500095753605969E-1 / 9.60303899960341489E1
1.39999999999999991E1	15	66	9.02388929110164284E-1 / 9.59973898143716298E1
1.39999999999999991E1	15	67	9.02278788851567271E-1 / 9.59646980359357826E1
1.39999999999999991E1	15	68	9.02169650512489163E-1 / 9.59323099297039050E1
1.39999999999999991E1	15	69	9.02061489878831502E-1 / 9.59002207574100751E1
1.39999999999999991E1	15	70	9.01954282983815503E-1 / 9.58684257736894274E1
1.39999999999999991E1	15	71	9.01848006104129851E-1 / 9.58369202262188935E1
1.39999999999999991E1	15	72	9.01742635756135691E-1 / 9.58056993558546921E1
1.39999999999999991E1	15	73	9.01638148692128816E-1 / 9.57747583967663907E1
1.39999999999999991E1	15	74	9.01534521896661367E-1 / 9.57440925765677520E1
1.39999999999999991E1	15	75	9.01431732582918777E-1 / 9.57136971164443118E1
1.39999999999999991E1	15	76	9.01329758189157815E-1 / 9.56835672312777419E1
1.39999999999999991E1	15	77	9.01228576375202195E-1 / 9.56536981297671574E1
1.39999999999999991E1	15	78	9.01128165018998573E-1 / 9.56240850145472088E1
1.39999999999999991E1	15	79	9.01028502213229210E-1 / 9.55947230823030836E1
1.39999999999999991E1	15	80	9.00929566261987702E-1 / 9.55656075238826297E1
1.39999999999999991E1	15	81	9.00831335677512968E-1 / 9.55367335244053884E1
1.39999999999999991E1	15	82	9.00733789176982924E-1 / 9.55080962633686248E1
1.39999999999999991E1	15	83	9.00636905679370514E-1 / 9.54796909147505701E1
1.39999999999999991E1	15	84	9.00540664302359595E-1 / 9.54515126471107145E1
1.39999999999999991E1	15	85	9.00445044359320512E-1 / 9.54235566236873112E1
1.39999999999999991E1	15	86	9.00350025356351225E-1 / 9.53958180024920210E1
1.39999999999999991E1	15	87	9.00255586989373846E-1 / 9.53682919364018744E1
1.39999999999999991E1	15	88	9.00161709141299404E-1 / 9.53409735732484798E1
1.39999999999999991E1	15	89	9.00068371879249796E-1 / 9.53138580559044613E1
1.39999999999999991E1	15	90	8.99975555451844400E-1 / 9.52869405223674271E1
1.39999999999999991E1	15	91	8.99883240286549935E-1 / 9.52602161058411312E1
1.39999999999999991E1	15	92	8.99791406987088749E-1 / 9.52336799348141305E1
1.39999999999999991E1	15	93	8.99700036330916930E-1 / 9.52073271331359372E1
1.39999999999999991E1	15	94	8.99609109266758722E-1 / 9.51811528200904533E1
1.39999999999999991E1	15	95	8.99518606912208618E-1 / 9.51551521104672737E1
1.39999999999999991E1	15	96	8.99428510551395988E-1 / 9.51293201146301115E1
1.39999999999999991E1	15	97	8.99338801632712403E-1 / 9.51036519385831447E1
1.39999999999999991E1	15	98	8.99249461766603808E-1 / 9.50781426840347521E1

level	number	indep(index, 1)	GainTransducerContours[2, 0, ::]
1.50000000000000000E1	1	0	6.82823082697523809E-1 / 5.43380673629323585E1
1.50000000000000000E1	1	1	6.82299630153318848E-1 / 5.42279411439347747E1
1.50000000000000000E1	1	2	6.81774369134590419E-1 / 5.41158567481158936E1
1.50000000000000000E1	1	3	6.81247426580197235E-1 / 5.40017862520587677E1
1.50000000000000000E1	1	4	6.80718934031830614E-1 / 5.38857016573531755E1
1.50000000000000000E1	1	5	6.80189027739052854E-1 / 5.37675748944084297E1
1.50000000000000000E1	1	6	6.79657848765737249E-1 / 5.36473778265633072E1
1.50000000000000000E1	1	7	6.79125543097890727E-1 / 5.35250822545057403E1
1.50000000000000000E1	1	8	6.78592261752834602E-1 / 5.34006599210146327E1
1.50000000000000000E1	1	9	6.78058160889717598E-1 / 5.32740825160369447E1
1.50000000000000000E1	1	10	6.77523401921332624E-1 / 5.31453216821133800E1
1.50000000000000000E1	1	11	6.76988151627205514E-1 / 5.30143490201660317E1
1.50000000000000000E1	1	12	6.76452582267920732E-1 / 5.28811360956620469E1
1.50000000000000000E1	1	13	6.75916871700646826E-1 / 5.27456544451674780E1
1.50000000000000000E1	1	14	6.75381203495818738E-1 / 5.26078755833054679E1
1.50000000000000000E1	1	15	6.74845767054933798E-1 / 5.24677710101339123E1
1.50000000000000000E1	1	16	6.74310757729411492E-1 / 5.23253122189571229E1
1.50000000000000000E1	1	17	6.73776376940465482E-1 / 5.21804707045868366E1
1.50000000000000000E1	1	18	6.73242832299929717E-1 / 5.20332179720680887E1
1.50000000000000000E1	1	19	6.72710337731979546E-1 / 5.18835255458852096E1
1.50000000000000000E1	1	20	6.72179113595680366E-1 / 5.17313649796640540E1
1.50000000000000000E1	1	21	6.71649386808296356E-1 / 5.15767078663860445E1
1.50000000000000000E1	1	22	6.71121390969280451E-1 / 5.14195258491303075E1
1.50000000000000000E1	1	23	6.70595366484870326E-1 / 5.12597906323599073E1
1.50000000000000000E1	1	24	6.70071560693201107E-1 / 5.10974739937682543E1
1.50000000000000000E1	1	25	6.69550227989845848E-1 / 5.09325477967021900E1
1.50000000000000000E1	1	26	6.69031629953687279E-1 / 5.07649840031774069E1
1.50000000000000000E1	1	27	6.68516035473018100E-1 / 5.05947546875029897E1
1.50000000000000000E1	1	28	6.68003720871760720E-1 / 5.04218320505303996E1
1.50000000000000000E1	1	29	6.67494970035694912E-1 / 5.02461884345433152E1
1.50000000000000000E1	1	30	6.66990074538566713E-1 / 5.00677963388036140E1
1.50000000000000000E1	1	31	6.65993055050749039E-1 / 4.97026575879919630E1

level	number	indep(index, 1)	GainTransducerContours[2, 1, ::]
1.50000000000000000E1	2	0	7.17063142349067206E-1 / 5.96849492955502470E1
1.50000000000000000E1	2	1	7.16886174769665629E-1 / 5.96536608331180851E1
1.50000000000000000E1	2	2	7.16706775934553253E-1 / 5.96222284535040892E1
1.50000000000000000E1	2	3	7.16524891509057760E-1 / 5.95906485398916708E1
1.50000000000000000E1	2	4	7.16340467264859893E-1 / 5.95589174589359693E1
1.50000000000000000E1	2	5	7.16153449081332028E-1 / 5.95270315605124889E1
1.50000000000000000E1	2	6	7.15963782946908189E-1 / 5.94949871774589845E1
1.50000000000000000E1	2	7	7.15771414960490659E-1 / 5.94627806253109981E1
1.50000000000000000E1	2	8	7.15576291332892023E-1 / 5.94304082020308311E1
1.50000000000000000E1	2	9	7.15378358388311764E-1 / 5.93978661877298020E1
1.50000000000000000E1	2	10	7.15177562565850611E-1 / 5.93651508443839582E1
1.50000000000000000E1	2	11	7.14973850421061918E-1 / 5.93322584155429755E1
1.50000000000000000E1	2	12	7.14767168627537686E-1 / 5.92991851260324143E1
1.50000000000000000E1	2	13	7.14557463978536678E-1 / 5.92659271816488165E1
1.50000000000000000E1	2	14	7.14344683388647006E-1 / 5.92324807688482657E1
1.50000000000000000E1	2	15	7.14128773895490010E-1 / 5.91988420544276917E1
1.50000000000000000E1	2	16	7.13909682661463130E-1 / 5.91650071851992898E1
1.50000000000000000E1	2	17	7.13687356975521681E-1 / 5.91309722876577482E1
1.50000000000000000E1	2	18	7.13461744255003438E-1 / 5.90967334676403677E1
1.50000000000000000E1	2	19	7.13232792047491237E-1 / 5.90622868099798470E1
1.50000000000000000E1	2	20	7.13000448032721934E-1 / 5.90276283781498101E1
1.50000000000000000E1	2	21	7.12764660024532315E-1 / 5.89927542139029981E1
1.50000000000000000E1	2	22	7.12525375972853148E-1 / 5.89576603369017782E1
1.50000000000000000E1	2	23	7.12282543965743109E-1 / 5.89223427443413428E1
1.50000000000000000E1	2	24	7.12036112231468810E-1 / 5.88867974105651903E1
1.50000000000000000E1	2	25	7.11786029140631271E-1 / 5.88510202866728527E1
1.50000000000000000E1	2	26	7.11532243208334059E-1 / 5.88150073001198770E1
1.50000000000000000E1	2	27	7.11274703096401950E-1 / 5.87787543543099833E1
1.50000000000000000E1	2	28	7.11013357615644992E-1 / 5.87422573281791394E1
1.50000000000000000E1	2	29	7.10748155728170072E-1 / 5.87055120757717397E1
1.50000000000000000E1	2	30	7.10479046549741700E-1 / 5.86685144258084179E1
1.50000000000000000E1	2	31	7.10205984557755343E-1 / 5.86312572107169760E1
1.50000000000000000E1	2	32	7.09928945403302869E-1 / 5.85937213475287955E1
1.50000000000000000E1	2	33	7.09647910639446344E-1 / 5.85558847362568802E1
1.50000000000000000E1	2	34	7.09362862577219122E-1 / 5.85177252273805415E1
1.50000000000000000E1	2	35	7.09073784300534449E-1 / 5.84792206205119136E1
1.50000000000000000E1	2	36	7.08780659682164149E-1 / 5.84403486630491553E1
1.50000000000000000E1	2	37	7.08483473400796626E-1 / 5.84010870488172440E1
1.50000000000000000E1	2	38	7.08182210959176039E-1 / 5.83614134166969656E1
1.50000000000000000E1	2	39	7.07876858703332346E-1 / 5.83213053492428735E1
1.50000000000000000E1	2	40	7.07567403842906018E-1 / 5.82807403712910155E1
1.50000000000000000E1	2	41	7.07253834472574727E-1 / 5.82396959485573884E1
1.50000000000000000E1	2	42	7.06936139594587054E-1 / 5.81981494862276261E1
1.50000000000000000E1	2	43	7.06614309142412900E-1 / 5.81560783275395110E1
1.50000000000000000E1	2	44	7.06288334005513541E-1 / 5.81134597523584162E1
1.50000000000000000E1	2	45	7.05958206055241977E-1 / 5.80702709757475777E1
1.50000000000000000E1	2	46	7.05623918171878284E-1 / 5.80264891465335175E1
1.50000000000000000E1	2	47	7.05285464272808671E-1 / 5.79820913458683673E1
1.50000000000000000E1	2	48	7.04942839341855620E-1 / 5.79370545857897934E1
1.50000000000000000E1	2	49	7.04596039459766388E-1 / 5.78913558077801138E1
1.50000000000000000E1	2	50	7.04245061835867325E-1 / 5.78449718813257263E1
1.50000000000000000E1	2	51	7.03889904840896641E-1 / 5.77978796024783392E1
1.50000000000000000E1	2	52	7.03530568041015680E-1 / 5.77500556924195330E1
1.50000000000000000E1	2	53	7.03167052233013301E-1 / 5.77014767960298958E1
1.50000000000000000E1	2	54	7.02799359480713548E-1 / 5.76521194804647585E1
1.50000000000000000E1	2	55	7.02427493152587346E-1 / 5.76019602337379233E1
1.50000000000000000E1	2	56	7.02051457960585967E-1 / 5.75509754633153570E1
1.50000000000000000E1	2	57	7.01671260000199215E-1 / 5.74991414947205115E1
1.50000000000000000E1	2	58	7.01286906791752340E-1 / 5.74464345701536683E1
1.50000000000000000E1	2	59	7.00898407322946149E-1 / 5.73928308471268345E1
1.50000000000000000E1	2	60	7.00505772092653700E-1 / 5.73383063971168117E1
1.50000000000000000E1	2	61	7.00109013155981419E-1 / 5.72828372042385592E1
1.50000000000000000E1	2	62	6.99708144170604118E-1 / 5.72263991639412417E1
1.50000000000000000E1	2	63	6.99303180444386463E-1 / 5.71689680817295276E1
1.50000000000000000E1	2	64	6.98894138984295132E-1 / 5.71105196719127495E1
1.50000000000000000E1	2	65	6.98481038546617672E-1 / 5.70510295563846892E1
1.50000000000000000E1	2	66	6.98063899688495582E-1 / 5.69904732634370426E1
1.50000000000000000E1	2	67	6.97642744820779015E-1 / 5.69288262266092904E1
1.50000000000000000E1	2	68	6.97217598262218541E-1 / 5.68660637835784932E1
1.50000000000000000E1	2	69	6.96788486294999476E-1 / 5.68021611750921007E1
1.50000000000000000E1	2	70	6.96355437221630513E-1 / 5.67370935439474078E1
1.50000000000000000E1	2	71	6.95918481423197477E-1 / 5.66708359340211665E1
1.50000000000000000E1	2	72	6.95477651418990295E-1 / 5.66033632893533323E1
1.50000000000000000E1	2	73	6.95032981927514371E-1 / 5.65346504532886662E1
1.50000000000000000E1	2	74	6.94584509928895777E-1 / 5.64646721676806251E1
1.50000000000000000E1	2	75	6.94132274728688881E-1 / 5.63934030721616342E1
1.50000000000000000E1	2	76	6.93676318023098037E-1 / 5.63208177034844137E1
1.50000000000000000E1	2	77	6.93216683965619307E-1 / 5.62468904949389703E1
1.50000000000000000E1	2	78	6.92753419235114976E-1 / 5.61715957758502249E1
1.50000000000000000E1	2	79	6.92286573105325509E-1 / 5.60949077711612976E1
1.50000000000000000E1	2	80	6.91816197515830567E-1 / 5.60168006011079278E1
1.50000000000000000E1	2	81	6.91342347144465830E-1 / 5.59372482809893956E1
1.50000000000000000E1	2	82	6.90865079481202038E-1 / 5.58562247210418583E1
1.50000000000000000E1	2	83	6.90384454903495737E-1 / 5.57737037264199564E1
1.50000000000000000E1	2	84	6.89900536753116889E-1 / 5.56896589972930212E1
1.50000000000000000E1	2	85	6.89413391414459209E-1 / 5.56040641290623139E1
1.50000000000000000E1	2	86	6.88923088394340244E-1 / 5.55168926127060569E1
1.50000000000000000E1	2	87	6.88429700403293943E-1 / 5.54281178352591386E1
1.50000000000000000E1	2	88	6.87933303438362120E-1 / 5.53377130804347939E1
1.50000000000000000E1	2	89	6.87433976867385521E-1 / 5.52456515293958539E1
1.50000000000000000E1	2	90	6.86931803514800876E-1 / 5.51519062616829991E1
1.50000000000000000E1	2	91	6.86426869748940405E-1 / 5.50564502563086133E1
1.50000000000000000E1	2	92	6.85919265570838466E-1 / 5.49592563930239830E1
1.50000000000000000E1	2	93	6.85409084704544203E-1 / 5.48602974537688937E1
1.50000000000000000E1	2	94	6.84896424688936101E-1 / 5.47595461243123793E1
1.50000000000000000E1	2	95	6.84381386971037742E-1 / 5.46569749960937834E1
1.50000000000000000E1	2	96	6.83864077000832093E-1 / 5.45525565682737223E1
1.50000000000000000E1	2	97	6.83344604327562966E-1 / 5.44462632500048649E1
1.50000000000000000E1	2	98	6.82823082697523809E-1 / 5.43380673629323585E1

level	number	indep(index, 1)	GainTransducerContours[2, 2, ::]
1.50000000000000000E1	3	0	7.31443350441512319E-1 / 6.25671703867018625E1
1.50000000000000000E1	3	1	7.31260038487979624E-1 / 6.25361894228245951E1
1.50000000000000000E1	3	2	7.31077655884000333E-1 / 6.25052428886728251E1
1.50000000000000000E1	3	3	7.30896229791087748E-1 / 6.24743323825649188E1
1.50000000000000000E1	3	4	7.30715787329856870E-1 / 6.24434595087949074E1
1.50000000000000000E1	3	5	7.30536355580073593E-1 / 6.24126258776004228E1
1.50000000000000000E1	3	6	7.30357961580710757E-1 / 6.23818331051295338E1
1.50000000000000000E1	3	7	7.30180632330011825E-1 / 6.23510828134060890E1
1.50000000000000000E1	3	8	7.30004394785558475E-1 / 6.23203766302938256E1
1.50000000000000000E1	3	9	7.29829275864347160E-1 / 6.22897161894590301E1
1.50000000000000000E1	3	10	7.29655302442872511E-1 / 6.22591031303319120E1
1.50000000000000000E1	3	11	7.29482501357213486E-1 / 6.22285390980665643E1
1.50000000000000000E1	3	12	7.29310899403132140E-1 / 6.21980257434995654E1
1.50000000000000000E1	3	13	7.29140523336174162E-1 / 6.21675647231072848E1
1.50000000000000000E1	3	14	7.28971399871779191E-1 / 6.21371576989616781E1
1.50000000000000000E1	3	15	7.28803555685397253E-1 / 6.21068063386847857E1
1.50000000000000000E1	3	16	7.28637017412611598E-1 / 6.20765123154018106E1
1.50000000000000000E1	3	17	7.28471811649268997E-1 / 6.20462773076928453E1
1.50000000000000000E1	3	18	7.28307964951617848E-1 / 6.20161029995431523E1
1.50000000000000000E1	3	19	7.28145503836452690E-1 / 6.19859910802920577E1
1.50000000000000000E1	3	20	7.27984454781265278E-1 / 6.19559432445804781E1
1.50000000000000000E1	3	21	7.27824844224404632E-1 / 6.19259611922969722E1
1.50000000000000000E1	3	22	7.27666698565243042E-1 / 6.18960466285223898E1
1.50000000000000000E1	3	23	7.27510044164349523E-1 / 6.18662012634732417E1
1.50000000000000000E1	3	24	7.27354907343671808E-1 / 6.18364268124433902E1
1.50000000000000000E1	3	25	7.27201314386724729E-1 / 6.18067249957445952E1
1.50000000000000000E1	3	26	7.27049291538785880E-1 / 6.17770975386454158E1
1.50000000000000000E1	3	27	7.26898865007100969E-1 / 6.17475461713088514E1
1.50000000000000000E1	3	28	7.26750060961093425E-1 / 6.17180726287284021E1
1.50000000000000000E1	3	29	7.26602891143656571E-1 / 6.16886779055414536E1
1.50000000000000000E1	3	30	7.26457309743290569E-1 / 6.16593600147599563E1
1.50000000000000000E1	3	31	7.26313256628582593E-1 / 6.16301162129330216E1
1.50000000000000000E1	3	32	7.26170671746530338E-1 / 6.16009437439152840E1
1.50000000000000000E1	3	33	7.26029495122249369E-1 / 6.15718398389789723E1
1.50000000000000000E1	3	34	7.25889666858692717E-1 / 6.15428017169217334E1
1.50000000000000000E1	3	35	7.25751127136388341E-1 / 6.15138265841703724E1
1.50000000000000000E1	3	36	7.25613816213190344E-1 / 6.14849116348802305E1
1.50000000000000000E1	3	37	7.25477674424044228E-1 / 6.14560540510305131E1
1.50000000000000000E1	3	38	7.25342642180768493E-1 / 6.14272510025149909E1
1.50000000000000000E1	3	39	7.25208659971853642E-1 / 6.13984996472287570E1
1.50000000000000000E1	3	40	7.25075668362273262E-1 / 6.13697971311503476E1
1.50000000000000000E1	3	41	7.24943607993314476E-1 / 6.13411405884195560E1
1.50000000000000000E1	3	42	7.24812419582424639E-1 / 6.13125271414108752E1
1.50000000000000000E1	3	43	7.24682043923072339E-1 / 6.12839539008024481E1
1.50000000000000000E1	3	44	7.24552421884628206E-1 / 6.12554179656404330E1
1.50000000000000000E1	3	45	7.24423494412260460E-1 / 6.12269164233990892E1
1.50000000000000000E1	3	46	7.24295202526850268E-1 / 6.11984463500360309E1
1.50000000000000000E1	3	47	7.24167487324921755E-1 / 6.11700048100431459E1
1.50000000000000000E1	3	48	7.24040289978593155E-1 / 6.11415888564928256E1
1.50000000000000000E1	3	49	7.23913551735543770E-1 / 6.11131955310794517E1
1.50000000000000000E1	3	50	7.23787213918999939E-1 / 6.10848218641565044E1
1.50000000000000000E1	3	51	7.23661217927739653E-1 / 6.10564648747685546E1
1.50000000000000000E1	3	52	7.23535505236116272E-1 / 6.10281215706790636E1
1.50000000000000000E1	3	53	7.23410017394101512E-1 / 6.09997889483929967E1
1.50000000000000000E1	3	54	7.23284696027346108E-1 / 6.09714639931749236E1
1.50000000000000000E1	3	55	7.23159482837261791E-1 / 6.09431436790621728E1
1.50000000000000000E1	3	56	7.23034319601122810E-1 / 6.09148249688733046E1
1.50000000000000000E1	3	57	7.22909148172186811E-1 / 6.08865048142116283E1
1.50000000000000000E1	3	58	7.22783910479835701E-1 / 6.08581801554638879E1
1.50000000000000000E1	3	59	7.22658548529738631E-1 / 6.08298479217940447E1
1.50000000000000000E1	3	60	7.22533004404033896E-1 / 6.08015050311321303E1
1.50000000000000000E1	3	61	7.22407220261532590E-1 / 6.07731483901581004E1
1.50000000000000000E1	3	62	7.22281138337944384E-1 / 6.07447748942808197E1
1.50000000000000000E1	3	63	7.22154700946122130E-1 / 6.07163814276119407E1
1.50000000000000000E1	3	64	7.22027850476331068E-1 / 6.06879648629347557E1
1.50000000000000000E1	3	65	7.21900529396539170E-1 / 6.06595220616680475E1
1.50000000000000000E1	3	66	7.21772680252727472E-1 / 6.06310498738248338E1
1.50000000000000000E1	3	67	7.21644245669226780E-1 / 6.06025451379659508E1
1.50000000000000000E1	3	68	7.21515168349073566E-1 / 6.05740046811485744E1
1.50000000000000000E1	3	69	7.21385391074390281E-1 / 6.05454253188695013E1
1.50000000000000000E1	3	70	7.21254856706789838E-1 / 6.05168038550033316E1
1.50000000000000000E1	3	71	7.21123508187800866E-1 / 6.04881370817353314E1
1.50000000000000000E1	3	72	7.20991288539319441E-1 / 6.04594217794890909E1
1.50000000000000000E1	3	73	7.20858140864083374E-1 / 6.04306547168489328E1
1.50000000000000000E1	3	74	7.20724008346171008E-1 / 6.04018326504770187E1
1.50000000000000000E1	3	75	7.20588834251524446E-1 / 6.03729523250250111E1
1.50000000000000000E1	3	76	7.20452561928497559E-1 / 6.03440104730405569E1
1.50000000000000000E1	3	77	7.20315134808429658E-1 / 6.03150038148682111E1
1.50000000000000000E1	3	78	7.20176496406243061E-1 / 6.02859290585450580E1
1.50000000000000000E1	3	79	7.20036590321068104E-1 / 6.02567828996908439E1
1.50000000000000000E1	3	80	7.19895360236893112E-1 / 6.02275620213925755E1
1.50000000000000000E1	3	81	7.19752749923240032E-1 / 6.01982630940836927E1
1.50000000000000000E1	3	82	7.19608703235867253E-1 / 6.01688827754176359E1
1.50000000000000000E1	3	83	7.19463164117499421E-1 / 6.01394177101358629E1
1.50000000000000000E1	3	84	7.19316076598584342E-1 / 6.01098645299302436E1
1.50000000000000000E1	3	85	7.19167384798075648E-1 / 6.00802198532998055E1
1.50000000000000000E1	3	86	7.19017032924246369E-1 / 6.00504802854017861E1
1.50000000000000000E1	3	87	7.18864965275526924E-1 / 6.00206424178970988E1
1.50000000000000000E1	3	88	7.18711126241374476E-1 / 5.99907028287897948E1
1.50000000000000000E1	3	89	7.18555460303169014E-1 / 5.99606580822609736E1
1.50000000000000000E1	3	90	7.18397912035139274E-1 / 5.99305047284967873E1
1.50000000000000000E1	3	91	7.18238426105318339E-1 / 5.99002393035105207E1
1.50000000000000000E1	3	92	7.18076947276527733E-1 / 5.98698583289588360E1
1.50000000000000000E1	3	93	7.17913420407393676E-1 / 5.98393583119521466E1
1.50000000000000000E1	3	94	7.17747790453390966E-1 / 5.98087357448588364E1
1.50000000000000000E1	3	95	7.17580002467920686E-1 / 5.97779871051035450E1
1.50000000000000000E1	3	96	7.17410001603415814E-1 / 5.97471088549594231E1
1.50000000000000000E1	3	97	7.17237733112481912E-1 / 5.97160974413342149E1
1.50000000000000000E1	3	98	7.17063142349067206E-1 / 5.96849492955502470E1

level	number	indep(index, 1)	GainTransducerContours[2, 3, ::]
1.50000000000000000E1	4	0	7.49491902081715811E-1 / 6.55398099151173774E1
